series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	56	4.660976456	50.64104975	BEL	Belgium	1	PERCENT	Percentage	3.98	3.99	3.85	3.85	2015	3.85	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	PERCENT	Percentage	31.47	31.72	31.97	32.21	2015	32.21	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	PERCENT	Percentage		19.5	19.5	19.5	2015	19.5	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	PERCENT	Percentage	100	100	100	100	2015	100	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	PERCENT	Percentage	30.93	37.6	41.48	41.79	2015	41.79	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	PERCENT	Percentage	0	0	0	0	2015	0	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PERCENT	Percentage	5	5	5	5	2015	5	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PERCENT	Percentage	6.41	7.3	14.96		2010	14.96	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	PERCENT	Percentage	4.2	16.88	7.17	15.38	2015	15.38	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	Percentage	37.32	37.32	50.58	56.38	2015	56.38	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	Percentage	5.64	13.68	13.99	15.86	2015	15.86	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	Percentage	33.67	33.18	32.7	32.7	2015	32.7	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	Percentage	31.89	33.87	48.39	48.39	2015	48.39	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	Percentage	6.89	6.89	6.89	6.89	2015	6.89	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	Percentage	3.84	3.84	3.84	3.84	2015	3.84	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	Percentage	1.11	1.11	1.11	1.11	2015	1.11	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	Percentage	22.07	22.51	22.51	20.85	2015	20.85	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	Percentage	7.78	11.44	12.97	13.49	2015	13.49	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	Percentage	12.43	14.4	16.94	17.99	2015	17.99	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	Percentage	0	0	0	0	2015	0	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	Percentage				31.44	2015	31.44	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	Percentage	4.45	4.43	4.41	4.41	2015	4.41	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	Percentage			10.68	15.92	2015	15.92	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	Percentage				49.15	2015	49.15	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	Percentage	2.03	2.45	2.81	2.81	2015	2.81	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	Percentage	12.31	15.44	18	20.25	2015	20.25	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	Percentage	8.09	9.75	9.75	9.75	2015	9.75	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	203	15.33151382	49.73913871	CZE	Czechia	1	PERCENT	Percentage	26.25	27.6	27.52	27.86	2015	27.86	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	204	2.339933594	9.65401646	BEN	Benin	1	PERCENT	Percentage	58.5	58.5	58.5	58.5	2015	58.5	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	208	9.326571283	56.03829721	DNK	Denmark	1	PERCENT	Percentage	3.59	5.72	5.88	5.88	2015	5.88	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	PERCENT	Percentage	25.1	25.38	25.66	25.93	2015	25.93	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	PERCENT	Percentage	12.08	12.08	12.08	12.08	2015	12.08	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	PERCENT	Percentage	17.47	17.47	17.47	17.47	2015	17.47	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	PERCENT	Percentage			3.64	3.64	2015	3.64	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	233	25.84093481	58.68487172	EST	Estonia	1	PERCENT	Percentage	6.32	8.29	10.22	10.71	2015	10.71	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	PERCENT	Percentage	29.89	29.89	5.51	5.51	2015	5.51	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	246	23.308447	61.91586738	FIN	Finland	1	PERCENT	Percentage	16.3	17.38	17.68	17.68	2015	17.68	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	250	2.457288129	46.62660861	FRA	France	1	PERCENT	Percentage			2.87		2010	2.87	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	PERCENT	Percentage	0.05	0.05	29.74	28.79	2015	28.79	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	PERCENT	Percentage		4.52	4.52	4.52	2015	4.52	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	PERCENT	Percentage	0	0	0	0	2015	0	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	PERCENT	Percentage	12.62	13.07	14.93	16.77	2015	16.77	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	268	43.3713615	42.04813028	GEO	Georgia	1	PERCENT	Percentage	9.7	9.7	9.7	9.7	2015	9.7	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	PERCENT	Percentage	7.34	8.57	8.81	8.98	2015	8.98	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	276	10.3806066	51.08862743	DEU	Germany	1	PERCENT	Percentage		25.37	28.95	28.95	2015	28.95	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	PERCENT	Percentage	0.46	1.39	1.39	1.39	2015	1.39	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	296	-157.5643005	1.768837732	KIR	Kiribati	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	300	22.58307827	39.47301873	GRC	Greece	1	PERCENT	Percentage	3.75	3.92	4.05	4.05	2015	4.05	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	304	-41.39371316	74.75625681	GRL	Greenland	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	308	-61.68248568	12.11238395	GRD	Grenada	1	PERCENT	Percentage	13.66	13.66	13.66	13.66	2015	13.66	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	PERCENT	Percentage	20.14	20.14	20.14	32.87	2015	32.87	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	316	144.7029305	13.35485404	GUM	Guam	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	320	-91.2312746	15.00273719	GTM	Guatemala	1	PERCENT	Percentage	62.34	57.49	54.69	51.98	2015	51.98	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	324	-11.28173419	11.00210343	GIN	Guinea	1	PERCENT	Percentage	3.8	3.8	3.8	3.8	2015	3.8	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	328	-58.97322037	4.788012784	GUY	Guyana	1	PERCENT	Percentage	0.91	0.91	11.38	11.38	2015	11.38	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	332	-72.33640958	18.40426539	HTI	Haiti	1	PERCENT	Percentage	4.12	4.12	4.12	4.12	2015	4.12	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	336	12.45315803	41.90343751	VAT	Holy See	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	340	-86.59974381	14.82243161	HND	Honduras	1	PERCENT	Percentage		50.85	50.85	50.85	2015	50.85	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	348	19.41221519	47.1651448	HUN	Hungary	1	PERCENT	Percentage	16.33	20.49	42.15	42.29	2015	42.29	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	352	-19.02116966	64.79134763	ISL	Iceland	1	PERCENT	Percentage	0.96	1.22	1.22	1.22	2015	1.22	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	356	79.3608464	22.34642074	IND	India	1	PERCENT	Percentage	18.43	22.07	22.81	22.81	2015	22.81	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	360	113.9174	-0.994582204	IDN	Indonesia	1	PERCENT	Percentage	32.81	32.8	35.39	35.39	2015	35.39	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	PERCENT	Percentage		10	10	10	2015	10	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	368	43.76606267	33.05013795	IRQ	Iraq	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	372	-7.121425272	53.25274054	IRL	Ireland	1	PERCENT	Percentage		0.86	0.86	0.86	2015	0.86	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	376	34.62277992	31.06164552	ISR	Israel	1	PERCENT	Percentage	16.36	16.97	16.97	21.82	2015	21.82	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	380	12.57022427	42.79917282	ITA	Italy	1	PERCENT	Percentage	30.91	32.94	35.12	35.12	2015	35.12	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	PERCENT	Percentage	7.77	7.77	7.77	7.77	2015	7.77	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	PERCENT	Percentage	35.59	35.41	35.38	35.38	2015	35.38	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	392	139.2716103	36.6554539	JPN	Japan	1	PERCENT	Percentage			16.47		2010	16.47	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	400	37.13024774	30.65365973	JOR	Jordan	1	PERCENT	Percentage		35.49	35.49	35.49	2015	35.49	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	404	37.86096816	0.534797278	KEN	Kenya	1	PERCENT	Percentage	7.14	9.34	11.83	13.21	2015	13.21	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	PERCENT	Percentage	22.44	22.44	22.44	22.44	2015	22.44	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	PERCENT	Percentage	7.16	11.53	11.42	11.3	2015	11.3	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	PERCENT	Percentage	8.05	8.85	12.28	12.28	2015	12.28	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	PERCENT	Percentage	2.55	2.55	2.55	2.55	2015	2.55	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	426	28.25362195	-29.58041814	LSO	Lesotho	1	PERCENT	Percentage	2.04	2.04	2.04	2.04	2015	2.04	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	428	26.42461876	56.64196636	LVA	Latvia	1	PERCENT	Percentage	18.24	18.8	17.5	17.91	2015	17.91	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	430	-9.311879038	6.448381009	LBR	Liberia	1	PERCENT	Percentage	4.19	4.74	4.74	4.74	2015	4.74	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	434	18.0295985	27.04042819	LBY	Libya	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	PERCENT	Percentage	60	60	60	60	2015	60	FAO Estimate	E
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	440	23.90517807	55.33680309	LTU	Lithuania	1	PERCENT	Percentage	18.12	19.45	20.83	21.1	2015	21.1	Official country data submitted to FAO	C
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	442	6.092656563	49.77679538	LUX	Luxembourg	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	PERCENT	Percentage								
2018.Q2.G.01	AG_LND_FRSTPRCT	Proportion of forest area within legally established protected areas (%)	450	46.6982339	-19.38514785	MDG	Madagascar	1	PERCENT	Percentage	24.05	38.1	38.1	39.39	2015	39.39	Official country data submitted to FAO	C
