series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	PERCENT	Percentage					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	28.57143	26.08696	25	25	28	28	28	28	28	28	28	28	2018	28	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	PERCENT	Percentage			50	33.33333	33.33333	33.33333	33.33333	33.33333	33.33333	33.33333	33.33333	20	20	0	0	0	0	0	4	3.84615	3.84615	3.84615	3.84615	3.84615	3.84615	3.84615	3.84615	3.84615	0	3.07692	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	PERCENT	Percentage		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	PERCENT	Percentage	0	0	0	0	33.33333	25	25	25	25	25	25	25	25	25	25	0	0	0	0	0	0	12.5	33.33333	33.33333	33.33333	33.33333	33.33333	33.33333	33.33333	33.33333	2018	33.33333	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	PERCENT	Percentage					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PERCENT	Percentage	0	0	0	0	83.33333	83.33333	83.33333	83.33333	83.33333	83.33333	83.33333	83.33333	77.77778	77.77778	77.77778	22.22222	22.22222	22.22222	16.66667	81.48148	83.05085	87.09677	89.23077	88.57143	78.26087	83.09859	88.88889	79.72973	79.72973	81.941562	2018	79.72973	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	Percentage	100	100	100	60	41.66667	41.66667	41.66667	41.66667	41.66667	41.66667	16.66667	16.66667	16.66667	16.66667	16.66667	0	0	0	0	0	0	0	0	0	0	0	42.42424	47.05882	47.05882	27.308376	2018	47.05882	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	Percentage	0	14.28571	25	25	25	25	25	25	25	25	25	25	16.66667	0	0	0	0	0	0	0	18.18182	18.18182	18.18182	18.18182	18.18182	18.18182	18.18182	18.18182	18.18182	18.18182	2018	18.18182	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	Percentage	0.51546	0.25773	0.25773	0.25575	0	0.24213	0.23923	0.23364	0.23148	0.22989	0.22936	0.22883	0.22883	0.22173	0.21882	0.21413	0	0	0.99338	1.31796	1.31796	1.31796	1.31796	1.31796	1.31796	1.31796	1.31796	1.31796	0.32949	1.120266	2018	0.32949	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	Percentage														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	Percentage					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	Percentage	75	77.77778	77.77778	81.81818	73.33333	72.22222	72.22222	72.22222	72.22222	72.22222	72.22222	72.22222	72.22222	77.77778	66.66667	65.38462	65.38462	65.38462	69.23077	65.38462	65.38462	65.38462	65.38462	66.66667	66.66667	70.37037	76.31579	76.31579	76.31579	73.196882	2018	76.31579	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	Percentage	50	50	50	11.11111	9.09091	16.66667	16.66667	16.66667	16.66667	16.66667	16.66667	16.66667	16.66667	16.66667	7.69231	7.14286	7.14286	7.14286	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	5.88235	2018	5.88235	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	203	15.33151382	49.73913871	CZE	Czechia	1	PERCENT	Percentage	0	0	0	60	71.42857	75	75	70	70	70	81.25	81.25	81.25	94.11765	90.90909	90.90909	90.90909	90.90909	82.14286	82.14286	82.14286	82.14286	82.14286	75.75758	75.75758	76.47059	76.47059	74.28571	74.28571	75.454036	2018	74.28571	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	204	2.339933594	9.65401646	BEN	Benin	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	208	9.326571283	56.03829721	DNK	Denmark	1	PERCENT	Percentage	80	80	100	100	100	100	100	92.30769	66.66667	66.66667	72.22222	72.22222	72.22222	72.22222	84.21053	80	85.71429	85.71429	81.81818	68.18182	68.18182	68.18182	51.21951	78.04878	58.53659	75	82.97872	78.84615	78.84615	74.841522	2018	78.84615	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	PERCENT	Percentage					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	233	25.84093481	58.68487172	EST	Estonia	1	PERCENT	Percentage	20	20	20	16.66667	10	10	10	9.09091	10	10	10	10	10	10	10	10	10	10	9.09091	9.09091	9.09091	9.09091	9.09091	9.09091	9.09091	9.09091	9.09091	9.09091	9.09091	9.09091	2018	9.09091	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	PERCENT	Percentage			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	50	30	2018	50	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	PERCENT	Percentage				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	242	177.9660884	-17.83301566	FJI	Fiji	1	PERCENT	Percentage															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	246	23.308447	61.91586738	FIN	Finland	1	PERCENT	Percentage	75	62.5	62.5	77.77778	60	70	60	60	60	50	50	54.54545	54.54545	54.54545	69.23077	69.23077	69.23077	69.23077	56.25	74.28571	75.67568	75.67568	75.67568	75.67568	75.67568	75.67568	75.67568	75.67568	72.97297	75.135138	2018	72.97297	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	248	19.80945969	60.1544901	ALA	Åland Islands	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	250	2.457288129	46.62660861	FRA	France	1	PERCENT	Percentage	48.14815	48.14815	51.72414	50	45.45455	32.40741	30.76923	30.15873	29.10448	29.10448	28.26087	29.71014	29.71014	29.71014	29.71014	28.26087	28.26087	28.26087	16.25	15.83333	15.83333	15.41667	0	0	22.52964	22.52964	22.52964	22.52964	23.13725	22.651162	2018	23.13725	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	254	-53.23619089	3.922673437	GUF	French Guiana	1	PERCENT	Percentage					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	262	42.18274707	11.56004161	DJI	Djibouti	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	266	11.78727747	-0.60687619	GAB	Gabon	1	PERCENT	Percentage																			0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	268	43.3713615	42.04813028	GEO	Georgia	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	270	-15.39944785	13.45295927	GMB	Gambia	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	275	35.25694122	31.94347933	PSE	State of Palestine	1	PERCENT	Percentage																																		
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	276	10.3806066	51.08862743	DEU	Germany	1	PERCENT	Percentage	66.66667	66.66667	66.66667	80	75	75	77.77778	75.60976	78.26087	78.21782	76.23762	76.72131	76.47059	76.92308	77.18833	79.16667	79.26829	79.26829	80.32787	80.18433	80.45455	80.80357	81.16883	82.58065	82.90598	83.43816	85.50725	85.50725	85.30021	84.53177	2018	85.30021	DAD-IS 2018 http://www.fao.org/dad-is/	C
2018.Q2.G.01	ER_NRK_LBRED	Proportion of local breeds classified as being at risk (%)	288	-1.205623522	7.964825185	GHA	Ghana	1	PERCENT	Percentage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	0	DAD-IS 2018 http://www.fao.org/dad-is/	C
