series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	12	2.678164227	28.15940032	DZA	Algeria	2	PERCENT	MP	Percentage	P	10.76967	11.8439	11.8439	12.35099	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	2018	15.74719	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	12	2.678164227	28.15940032	DZA	Algeria	3	PERCENT	LB	Percentage	Lower bound	10.76967	11.8439	11.8439	12.35099	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	15.74719	2018	15.74719	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	UB	Percentage	Upper bound	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	2018	90.95213	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	PERCENT	MP	Percentage	P	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	2018	90.95213	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	PERCENT	LB	Percentage	Lower bound	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	90.95213	2018	90.95213	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	UB	Percentage	Upper bound	14.67156	14.67156	14.67156	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	2018	26.08191	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	2	PERCENT	MP	Percentage	P	14.67156	14.67156	14.67156	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	2018	26.08191	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	20	1.576257417	42.54548611	AND	Andorra	3	PERCENT	LB	Percentage	Lower bound	14.67156	14.67156	14.67156	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	17.89569	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	26.08191	2018	26.08191	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	UB	Percentage	Upper bound	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	2018	15.16285	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	2	PERCENT	MP	Percentage	P	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	2018	15.16285	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	24	17.57817062	-12.33724746	AGO	Angola	3	PERCENT	LB	Percentage	Lower bound	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	15.16285	2018	15.16285	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	UB	Percentage	Upper bound	30.54208	30.54208	30.54208	36.2082	43.94498	44.1263	53.34038	53.34038	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	2018	58.77017	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	PERCENT	MP	Percentage	P	30.54208	30.54208	30.54208	36.2082	43.94498	44.1263	53.34038	53.34038	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	2018	58.77017	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	PERCENT	LB	Percentage	Lower bound	30.54208	30.54208	30.54208	36.2082	43.94498	44.1263	53.34038	53.34038	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	58.77017	2018	58.77017	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	UB	Percentage	Upper bound	35.52424	35.5603	36.00867	36.62271	37.60309	37.60925	37.77659	37.77659	37.77659	41.87054	41.87054	41.87054	41.87054	41.87054	41.87487	41.87487	41.96783	41.96783	41.96783	41.930646	2018	41.96783	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	PERCENT	MP	Percentage	P	35.52424	35.5603	36.00867	36.62271	37.60309	37.60925	37.77659	37.77659	37.77659	41.87054	41.87054	41.87054	41.87054	41.87054	41.87487	41.87487	41.96783	41.96783	41.96783	41.930646	2018	41.96783	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	32	-65.14563274	-35.19446255	ARG	Argentina	3	PERCENT	LB	Percentage	Lower bound	35.52424	35.5603	36.00867	36.62271	37.60309	37.60925	37.77659	37.77659	37.77659	41.87054	41.87054	41.87054	41.87054	41.87054	41.87487	41.87487	41.96783	41.96783	41.96783	41.930646	2018	41.96783	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	UB	Percentage	Upper bound	60.18965	60.18989	60.18989	63.12416	63.12416	63.12416	67.68217	67.98113	67.98123	68.03787	69.32153	71.09699	73.49772	80.67801	82.10385	82.10511	82.45754	82.45754	82.45754	82.316316	2018	82.45754	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	36	134.3499412	-25.57717202	AUS	Australia	2	PERCENT	MP	Percentage	P	59.59512	59.89071	59.89071	63.12131	63.12156	63.12156	67.68049	67.97964	67.98001	68.03692	69.32058	71.09677	73.49771	80.67801	82.10385	82.10511	82.45754	82.45754	82.45754	82.316316	2018	82.45754	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	36	134.3499412	-25.57717202	AUS	Australia	3	PERCENT	LB	Percentage	Lower bound	59.59147	59.5917	59.5917	62.52581	62.52607	62.52607	67.08434	67.38331	67.38341	67.44112	68.72529	70.50125	72.90267	80.08345	81.79092	82.10344	82.45754	82.45754	82.45754	82.253396	2018	82.45754	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	UB	Percentage	Upper bound	57.88475	57.95221	59.71525	59.72846	59.81904	59.81904	61.36665	62.16713	62.243	62.25669	62.25774	62.25774	62.25774	62.6514	62.65786	62.68593	62.69153	62.69153	62.69153	62.683676	2018	62.69153	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	40	14.14172472	47.58704857	AUT	Austria	2	PERCENT	MP	Percentage	P	57.88475	57.95221	59.71525	59.72846	59.81904	59.81904	61.36665	62.16713	62.243	62.25669	62.25774	62.25774	62.25774	62.6514	62.65786	62.68593	62.69153	62.69153	62.69153	62.683676	2018	62.69153	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	40	14.14172472	47.58704857	AUT	Austria	3	PERCENT	LB	Percentage	Lower bound	57.88475	57.95221	59.71525	59.72846	59.81904	59.81904	61.36665	62.16713	62.243	62.25669	62.25774	62.25774	62.25774	62.6514	62.65786	62.68593	62.69153	62.69153	62.69153	62.683676	2018	62.69153	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	44	-78.05111663	24.69546597	BHS	Bahamas	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	44	-78.05111663	24.69546597	BHS	Bahamas	3	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	48	50.5490754	26.04407747	BHR	Bahrain	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	48	50.5490754	26.04407747	BHR	Bahrain	3	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	50	89.17660788	22.86961622	BGD	Bangladesh	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	50	89.17660788	22.86961622	BGD	Bangladesh	3	PERCENT	LB	Percentage	Lower bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	51	44.93839317	40.29499741	ARM	Armenia	1	PERCENT	UB	Percentage	Upper bound	17.54227	17.54227	21.21059	21.21059	21.21059	21.21059	21.21059	21.21059	21.21059	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	2018	28.03847	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	51	44.93839317	40.29499741	ARM	Armenia	2	PERCENT	MP	Percentage	P	17.54227	17.54227	21.21059	21.21059	21.21059	21.21059	21.21059	21.21059	21.21059	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	2018	28.03847	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	51	44.93839317	40.29499741	ARM	Armenia	3	PERCENT	LB	Percentage	Lower bound	17.54227	17.54227	21.21059	21.21059	21.21059	21.21059	21.21059	21.21059	21.21059	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	28.03847	2018	28.03847	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	PERCENT	UB	Percentage	Upper bound																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	52	-59.5346489	13.13648273	BRB	Barbados	2	PERCENT	MP	Percentage	P																								
2018.Q2.G.01	ER_PTD_MOTN	Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas (%)	52	-59.5346489	13.13648273	BRB	Barbados	3	PERCENT	LB	Percentage	Lower bound																								
