series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	NUMBER	Number	1	1	4	2				3	2013	2	Global Status Report on Violence Prevention	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	100	25.23763153	42.75731323	BGR	Bulgaria	1	NUMBER	Number	148	128	141	109	116	129	81	115.2	2016	81	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	104	96.51752295	21.19332882	MMR	Myanmar	1	NUMBER	Number	801								2010	801	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	108	29.89080992	-3.366387428	BDI	Burundi	1	NUMBER	Number	347	349	500	564	436	461	635	519.2	2016	635	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	112	28.04940161	53.54193075	BLR	Belarus	1	NUMBER	Number	401	373	340	333	340			337.666666666667	2014	340	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	116	104.922836	12.71163737	KHM	Cambodia	1	NUMBER	Number	331	268							2011	268	Global Status Report on Violence Prevention	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	120	12.7419827	5.692387031	CMR	Cameroon	1	NUMBER	Number	999	835	880					880	2012	880	National Statistical Office	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	124	-101.6575058	57.72360191	CAN	Canada	1	NUMBER	Number	556	606	548	509	521	604	611	558.6	2016	611	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	NUMBER	Number	39	53	56	54	65	46	62	56.6	2016	62	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	NUMBER	Number	9			5	5			5	2014	5	World Health Organization	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	140	20.93559492	7.003720791	CAF	Central African Republic	1	NUMBER	Number	606					642		642	2015	642	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	NUMBER	Number	763	732	676	619	553	487	530	573	2016	530	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	148	18.66618401	15.36279341	TCD	Chad	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	152	-71.23029019	-35.2652885	CHL	Chile	1	NUMBER	Number	541	636	434	556	638	519	620	553.4	2016	620	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	156	104.1403375	32.30955217	CHN	China	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	170	-73.07446751	3.888209046	COL	Colombia	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	174	43.34234565	-11.66121732	COM	Comoros	1	NUMBER	Number	59					60		60	2015	60	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	175	45.14015057	-12.82217691	MYT	Mayotte	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	178	15.22052612	-0.840544119	COG	Congo	1	NUMBER	Number	433					466		466	2015	466	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	NUMBER	Number			1					1	2012	1	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	NUMBER	Number	527	474	407	411	477	566		465.25	2015	566	Overseas Security Advisory Council - United States	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	191	17.95874553	45.45172212	HRV	Croatia	1	NUMBER	Number	62	49	51	46	36	37	44	42.8	2016	44	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	192	-79.54460144	22.10030366	CUB	Cuba	1	NUMBER	Number	505	534	621	674	600	619	572	617.2	2016	572	World Health Organization	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	196	33.22285964	35.05659437	CYP	Cyprus	1	NUMBER	Number	8	9	22	12	11	15	13	14.6	2016	13	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	203	15.33151382	49.73913871	CZE	Czechia	1	NUMBER	Number	103	86	105	98	69	79		87.75	2015	79	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	204	2.339933594	9.65401646	BEN	Benin	1	NUMBER	Number	604					654		654	2015	654	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	208	9.326571283	56.03829721	DNK	Denmark	1	NUMBER	Number	42	46	47	48	73	56	56	56	2016	56	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	212	-61.3493756	15.43391378	DMA	Dominica	1	NUMBER	Number	15	6							2011	6	Organzation of American States	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	222	-88.86862995	13.73603564	SLV	El Salvador	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	NUMBER	Number	25					27		27	2015	27	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	231	39.63505296	8.631223181	ETH	Ethiopia	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	232	38.11074289	16.12894644	ERI	Eritrea	1	NUMBER	Number	389					390		390	2015	390	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	233	25.84093481	58.68487172	EST	Estonia	1	NUMBER	Number	70	65	63	52	41	42		49.5	2015	42	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	242	177.9660884	-17.83301566	FJI	Fiji	1	NUMBER	Number	20	20	20	19	20			19.6666666666667	2014	20	National Statistical Office	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	246	23.308447	61.91586738	FIN	Finland	1	NUMBER	Number	119	110	88	89	88	82	78	85	2016	78	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	248	19.80945969	60.1544901	ALA	Åland Islands	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	250	2.457288129	46.62660861	FRA	France	1	NUMBER	Number	796	856	784	777	792		875	807	2016	875	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	254	-53.23619089	3.922673437	GUF	French Guiana	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	262	42.18274707	11.56004161	DJI	Djibouti	1	NUMBER	Number	63					60		60	2015	60	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	266	11.78727747	-0.60687619	GAB	Gabon	1	NUMBER	Number	143					155		155	2015	155	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	268	43.3713615	42.04813028	GEO	Georgia	1	NUMBER	Number	187		97	105	84	88	98	94.4	2016	98	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	270	-15.39944785	13.45295927	GMB	Gambia	1	NUMBER	Number	166					181		181	2015	181	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	275	35.25694122	31.94347933	PSE	State of Palestine	1	NUMBER	Number	32	24	26	24	35	45	33	32.6	2016	33	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	276	10.3806066	51.08862743	DEU	Germany	1	NUMBER	Number	793	738	659	682	716	682	963	740.4	2016	963	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	288	-1.205623522	7.964825185	GHA	Ghana	1	NUMBER	Number	422	423							2011	423	Global Status Report on Violence Prevention	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	NUMBER	Number	1								2010	1	National Police	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	296	-157.5643005	1.768837732	KIR	Kiribati	1	NUMBER	Number	4	11	8					8	2012	8	Global Status Report on Violence Prevention	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	300	22.58307827	39.47301873	GRC	Greece	1	NUMBER	Number	176	184	166	153	107	93	84	120.6	2016	84	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	304	-41.39371316	74.75625681	GRL	Greenland	1	NUMBER	Number	11	1	8	7	4	4	3	5.2	2016	3	National Statistical Office	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	308	-61.68248568	12.11238395	GRD	Grenada	1	NUMBER	Number	10	4	14	6	8	6	11	9	2016	11	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	316	144.7029305	13.35485404	GUM	Guam	1	NUMBER	Number	3	4							2011	4	National Police	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	320	-91.2312746	15.00273719	GTM	Guatemala	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	324	-11.28173419	11.00210343	GIN	Guinea	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	328	-58.97322037	4.788012784	GUY	Guyana	1	NUMBER	Number	140	130	139	155	149	149	142	146.8	2016	142	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	332	-72.33640958	18.40426539	HTI	Haiti	1	NUMBER	Number	677	914							2011	914	United Nations Stabilization Mission in Haiti	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	336	12.45315803	41.90343751	VAT	Holy See	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	340	-86.59974381	14.82243161	HND	Honduras	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	NUMBER	Number	35	17	27	62	27	22	28	33.2	2016	28	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	348	19.41221519	47.1651448	HUN	Hungary	1	NUMBER	Number	138	145	124	154	146	221	202	169.4	2016	202	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	352	-19.02116966	64.79134763	ISL	Iceland	1	NUMBER	Number	2	3	1	1	2		1	1.25	2016	1	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	356	79.3608464	22.34642074	IND	India	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	360	113.9174	-0.994582204	IDN	Indonesia	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	368	43.76606267	33.05013795	IRQ	Iraq	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	372	-7.121425272	53.25274054	IRL	Ireland	1	NUMBER	Number	53	42	53	52	52	29	38	44.8	2016	38	National Statistical Office	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	376	34.62277992	31.06164552	ISR	Israel	1	NUMBER	Number	145	151	134		118	110		120.666666666667	2015	110	National Statistical Office	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	380	12.57022427	42.79917282	ITA	Italy	1	NUMBER	Number	529	552	530	502	475	469		494	2015	469	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	388	-77.31068409	18.15616857	JAM	Jamaica	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	392	139.2716103	36.6554539	JPN	Japan	1	NUMBER	Number	465	442	429	370	395	363	362	383.8	2016	362	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	NUMBER	Number					904	853		878.5	2015	853	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	400	37.13024774	30.65365973	JOR	Jordan	1	NUMBER	Number	116	141	161	144	176	159	145	157	2016	145	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	404	37.86096816	0.534797278	KEN	Kenya	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	NUMBER	Number		427	411	342	372	365		372.5	2015	365	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	414	47.49305029	29.53949468	KWT	Kuwait	1	NUMBER	Number	60	59	61					61	2012	61	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	NUMBER	Number		494	301	206	216	304	267	258.8	2016	267	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	NUMBER	Number	502					467		467	2015	467	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	422	35.89391711	33.92152458	LBN	Lebanon	1	NUMBER	Number	163	168	194	236	240	231	235	227.2	2016	235	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	426	28.25362195	-29.58041814	LSO	Lesotho	1	NUMBER	Number	764	712	641	658		897		732	2015	897	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	428	26.42461876	56.64196636	LVA	Latvia	1	NUMBER	Number	70	69	70	50	64	67		62.75	2015	67	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	430	-9.311879038	6.448381009	LBR	Liberia	1	NUMBER	Number	129	161	135					135	2012	135	United Nations Peacekeeping Operation	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	434	18.0295985	27.04042819	LBY	Libya	1	NUMBER	Number	192					156		156	2015	156	World Health Organization	M
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	NUMBER	Number	1				1			1	2014	1	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	440	23.90517807	55.33680309	LTU	Lithuania	1	NUMBER	Number	219	211	202	198	159	172	153	176.8	2016	153	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	442	6.092656563	49.77679538	LUX	Luxembourg	1	NUMBER	Number	10	4		1	4			2.5	2014	4	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	NUMBER	Number	2	4	4	1		1	1	1.75	2016	1	National Police	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	450	46.6982339	-19.38514785	MDG	Madagascar	1	NUMBER	Number												
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	454	33.4884625	-13.40819859	MWI	Malawi	1	NUMBER	Number	520	343	279					279	2012	279	National Police	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	458	116.8346314	5.452415309	MYS	Malaysia	1	NUMBER	Number	540	530	602	627				614.5	2013	627	World Health Organization	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	462	73.09672546	-0.614385021	MDV	Maldives	1	NUMBER	Number	6	3	10	3				6.5	2013	3	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2018.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide (number)	466	-3.522016039	17.35311254	MLI	Mali	1	NUMBER	Number												
