series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	36	134.3499412	-25.57717202	AUS	Australia	1	PERCENT	Percentage	0.85159	2.76044	1.97461	2.97303	1.90263	1.50009	2.06187	1.85129	-0.0763	0.14517	0.60942	1.97583	1.03256	1.15178	1.00824	1.36292	0.59884	1.030868	2016	0.59884	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	40	14.14172472	47.58704857	AUT	Austria	1	PERCENT	Percentage	3.13574	0.99416	1.19766	0.24547	2.19385	1.68472	2.96305	3.28431	1.22247	-4.1621	1.44495	2.20141	0.06347	-0.57886	-0.00144	0.43447	1.09075	0.201678	2016	1.09075	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PERCENT	Percentage	2.63964	0.84983	0.70412	-3.32514	-1.23782	1.28399	0.50791	-0.47903	-4.1022	-5.84423	-0.14286	-0.96145	1.57069	-1.93802	-2.51671	-4.24099	-0.95936	-1.616878	2016	-0.95936	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	PERCENT	Percentage	2.49842	-2.34811	-1.93722	0.34998	0.38855	-0.35405	-1.22526	0.1944	-1.25968	-3.55458	-0.35791	-1.00095	1.97733	4.19919	2.71162	0.20564	-0.61191	1.696374	2016	-0.61191	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PERCENT	Percentage	3.89039	3.29073	2.50956	3.42499	4.54944	4.38676	5.20859	5.76987	4.82642	3.89389	4.39611	5.24501	5.27985	4.77281	4.84083	5.36575	5.96271	5.24439	2016	5.96271	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	51	44.93839317	40.29499741	ARM	Armenia	1	PERCENT	Percentage	6.56589	10.23664	15.68587	14.64887	11.10084	14.60492	14.06878	14.73597	7.861	-13.5664	2.61558	4.71372	6.92946	2.84425	3.18883	2.85578	-0.08032	3.1476	2016	-0.08032	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	PERCENT	Percentage	1.94933	-2.90154	0.40585	1.70778	1.0907	3.65157	5.30416	1.39044	-0.02322	-4.3968	-0.09428	0.42928	-0.0505	-0.42674	-0.20943	0.60463	1.42202	0.267996	2016	1.42202	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	56	4.660976456	50.64104975	BEL	Belgium	1	PERCENT	Percentage	3.36276	0.45006	1.3302	0.25066	3.03077	1.44792	1.8045	2.69212	0.02286	-2.98321	2.00723	1.11109	-0.40238	-0.40994	0.74031	0.78645	0.83676	0.31024	2016	0.83676	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	PERCENT	Percentage	2.56381	6.72951	-1.91543	2.99623	2.05108	1.57291	4.71387	3.59227	1.55699	-5.47559	-1.95001	-3.86194	-3.42422	-1.34637	0.34915	1.22134	0.42276	-0.555468	2016	0.42276	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	PERCENT	Percentage	5.72714	5.2337	7.66036	4.73222	3.11119	4.45434	4.37366	15.41687	2.6465	4.63978	9.70749	6.01669	3.33281	0.54077	4.18103	5.11664	6.58574	3.951398	2016	6.58574	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	PERCENT	Percentage	0.58045	-0.19352	0.6265	0.88017	2.34578	2.61709	3.01435	2.81326	4.39691	1.67437	2.45218	3.53279	3.47279	5.1401	3.84409	3.26795	2.70131	3.685248	2016	2.70131	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	PERCENT	Percentage	5.20196	2.56429	4.91519	3.80385	6.25715	3.89454	5.47225	6.00725	5.72071	-2.55614	1.53131	1.86484	0.27956	3.57737	2.25586	3.94954	3.77733	2.767932	2016	3.77733	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	PERCENT	Percentage	0.30724	-1.26863	4.57864	3.21192	1.30269	3.06236	6.73143	6.57016	4.50198	-9.2163	6.67865	4.16277	2.55754	9.29326	2.22503	-3.50754	2.38847	2.591352	2016	2.38847	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	PERCENT	Percentage																						
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	PERCENT	Percentage	2.80169	-0.09077	1.29027	-0.14548	4.33959	1.9991	2.80965	4.95145	4.03094	-1.10816	6.48993	2.98515	0.9687	2.06456	-0.38413	-4.58642	-4.37969	-1.263396	2016	-4.37969	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	PERCENT	Percentage	9.17523	1.85709	2.22593	6.51379	2.01037	0.35868	2.00729	-1.38749	0.01434	-1.77777	0.85687	-0.24806	1.50912	-1.45778	1.87664	0.69768	-2.67098	-0.00906400000000003	2016	-2.67098	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	PERCENT	Percentage																						
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	PERCENT	Percentage	-16.51515	-10.40732	-5.30477	3.74202	5.37166	10.07263	1.50719	13.84277	1.33315	-2.02019	8.18574	4.07608	0.42107	0.82999	-0.14547	-0.26191	1.1871	0.406156	2016	1.1871	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	PERCENT	Percentage	6.6664	2.72904	-7.82172	-11.70728	-1.29286	12.3424	-4.25872	-4.24779	-4.25579	-4.94791	-2.95943	-3.09581	-6.57664	3.41426	-0.55241	-1.48175	-1.45212	-1.329732	2016	-1.45212	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	PERCENT	Percentage	0.70715	0.66782	1.85052	1.00417	-1.21052	-1.16122	2.96153	-1.08058	-3.07021	-2.92319	1.30822	2.33548	-0.53462	-3.56451	-3.92585	-1.79772	-3.76845	-2.71823	2016	-3.76845	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	PERCENT	Percentage	5.84718	4.65006	6.80564	5.99442	7.26857	7.95305	7.69858	8.16735	6.82115	-2.88398	2.02799	2.58513	0.65808	1.47629	1.94603	4.26348	4.61017	2.59081	2016	4.61017	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	PERCENT	Percentage	12.37387	10.07244	10.80825	12.68542	12.50443	12.61112	12.23347	11.25098	9.56862	9.83757	9.37747	4.76198	6.42014	7.45302	7.00097	6.01387	4.70842	6.319284	2016	4.70842	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	PERCENT	Percentage	-2.78587	-0.31537	1.62033	-4.20604	0.88998	-2.36388	1.9528	-0.02548	1.41714	0.4035	1.73286	0.85378	1.32872	1.8342	1.16271	-3.30568	-1.43917	-0.0838440000000001	2016	-1.43917	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	112	28.04940161	53.54193075	BLR	Belarus	1	PERCENT	Percentage	6.35547	5.36862	5.71324	7.73157	12.15429	10.07104	10.53213	9.013	10.58669	0.37681	7.89055	5.59617	1.71283	0.87452	1.68316	-3.83891	-2.58202	-0.430084	2016	-2.58202	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	116	104.922836	12.71163737	KHM	Cambodia	1	PERCENT	Percentage	6.36236	5.96705	4.6199	6.6623	8.56486	11.48484	9.09159	8.58315	5.12498	-1.4027	4.34457	5.382	5.52676	5.72108	5.33194	5.3335	5.22306	5.427268	2016	5.22306	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	PERCENT	Percentage	0.96116	1.71961	1.56104	1.85112	3.97754	-0.6833	0.69044	2.07468	0.68842	-0.56519	0.63657	1.33859	1.75674	2.6137	3.10274	2.90027	1.75592	2.425874	2016	1.75592	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	124	-101.6575058	57.72360191	CAN	Canada	1	PERCENT	Percentage	4.21802	0.82294	2.036	0.81438	2.04827	2.11924	1.49958	0.90535	-0.16255	-4.05619	1.9406	2.03644	0.6899	1.44376	1.55928	-0.02698	0.51678	0.836548	2016	0.51678	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	PERCENT	Percentage	5.09771	4.07117	3.32873	2.85389	2.60386	4.97145	8.71504	7.38876	5.50401	-2.31143	0.37191	2.80594	-0.08077	-0.38469	-0.59875	-0.22058	2.53851	0.250744	2016	2.53851	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	PERCENT	Percentage	-3.57256	-3.22503	-1.50809	-0.85887	-1.81324	3.59711	1.65511	0.25305	-3.07412	-9.51367	-4.86784	-0.74784	-0.43151	-0.19203	1.20507	1.32029	0.44588	0.46954	2016	0.44588	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	PERCENT	Percentage	-0.20825	-1.39718	-2.52801	-8.78039	0.9087	0.57431	2.91286	2.22979	0.96973	0.54517	2.53304	1.41054	2.5717	-36.82994	0.68785	4.0921	3.42734	-5.21019	2016	3.42734	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	PERCENT	Percentage	5.34245	-2.05315	3.222	5.08015	4.58925	5.41454	6.87136	6.03867	5.23275	2.87227	7.35676	7.7822	8.55923	2.87853	4.47044	4.38046	3.95584	4.8489	2016	3.95584	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	148	18.66618401	15.36279341	TCD	Chad	1	PERCENT	Percentage	-4.08875	7.39251	4.43076	9.99371	28.75964	4.0872	-4.96296	13.88268	-1.95833	5.61386	9.72485	2.82736	8.81216	-8.9698	0.0788	1.12125	-6.36186	-1.06389	2016	-6.36186	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	PERCENT	Percentage	3.21707	2.15743	1.01557	2.61702	5.84884	5.03725	5.19192	3.81188	2.47165	-2.54395	4.82324	5.12114	4.3671	3.13202	1.0371	1.39548	0.75478	2.137296	2016	0.75478	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	156	104.1403375	32.30955217	CHN	China	1	PERCENT	Percentage	7.84113	7.65078	8.45237	9.35185	9.45787	10.75804	12.05684	13.55148	9.07866	8.78078	9.97475	8.88141	7.29441	7.20794	6.7352	6.37063	6.7577	6.873176	2016	6.7577	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	PERCENT	Percentage																						
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	PERCENT	Percentage																						
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	170	-73.07446751	3.888209046	COL	Colombia	1	PERCENT	Percentage	1.43545	0.22686	1.06506	2.48923	3.92277	3.34838	5.35858	5.60251	2.33156	0.49968	2.83532	5.46738	2.99016	3.85174	3.41299	2.11872	1.06999	2.68872	2016	1.06999	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	174	43.34234565	-11.66121732	COM	Comoros	1	PERCENT	Percentage	-0.15592	-0.19011	-0.14146	-0.304	-0.4916	0.37987	0.26857	-1.97875	1.30148	1.91106	1.29383	2.43525	0.614	7.00146	0.96473	-2.51571	-0.13495	1.185906	2016	-0.13495	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	PERCENT	Percentage																						
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	178	15.22052612	-0.840544119	COG	Congo	1	PERCENT	Percentage	4.59273	0.98948	1.77795	-1.93603	0.61382	4.38106	2.80888	-4.90669	2.34654	4.00618	5.41862	0.50554	1.12559	0.70633	4.21699	0.08736	-4.35686	0.355882	2016	-4.35686	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	PERCENT	Percentage	-9.23914	-4.76663	-0.03071	2.3842	3.4301	2.80648	1.98388	2.84971	2.7843	-0.50011	3.59901	3.36583	3.57038	4.92653	5.89596	3.44571	-0.90262	3.387192	2016	-0.90262	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	PERCENT	Percentage	13.88682	2.95036	1.14217	1.87648	0.24323	-2.08295	5.07872	0.74502	-2.01277	2.90481	-1.28997	2.58025	6.20034	-0.13655	7.23374	4.61467	4.14167	4.410774	2016	4.14167	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	PERCENT	Percentage	1.80382	1.64285	1.60363	2.66947	2.81485	2.38408	5.72073	6.66586	3.23114	-2.26692	3.63532	3.05568	3.58893	1.13302	2.54184	3.62822	3.26732	2.831866	2016	3.26732	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	191	17.95874553	45.45172212	HRV	Croatia	1	PERCENT	Percentage	4.43211	3.90351	5.54003	5.72321	4.20214	4.3032	4.96167	5.35328	2.28404	-7.14176	-1.12592	0.01562	-1.86143	-0.21326	0.37953	2.86723	3.52279	0.938972	2016	3.52279	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	PERCENT	Percentage	5.5286	2.85477	1.1411	3.54522	5.56311	11.02922	11.94873	7.1899	4.06238	1.37155	2.25981	2.60674	2.76605	2.47731	0.80379	4.24073	-0.98771	1.860034	2016	-0.98771	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	196	33.22285964	35.05659437	CYP	Cyprus	1	PERCENT	Percentage	4.62664	2.46313	2.18985	1.29985	3.11352	2.24085	2.78109	2.61276	1.28816	-4.37469	-1.29717	-2.20599	-4.52402	-5.71422	-0.31336	2.64071	2.87306	-1.007566	2016	2.87306	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	203	15.33151382	49.73913871	CZE	Czechia	1	PERCENT	Percentage	4.46696	3.23603	1.83299	3.73502	4.9448	6.24885	6.46026	4.93523	2.04872	-5.41391	1.81508	1.69171	-0.96888	-0.55624	2.67591	5.25724	2.52386	1.786378	2016	2.52386	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	204	2.339933594	9.65401646	BEN	Benin	1	PERCENT	Percentage	2.7456	2.19577	1.50663	0.34654	1.3379	-1.24591	0.97517	3.00416	1.97623	-0.51519	-0.71155	0.11733	1.758	3.93744	3.61707	2.12837	2.13802	2.71578	2016	2.13802	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	208	9.326571283	56.03829721	DNK	Denmark	1	PERCENT	Percentage	3.36969	0.50574	0.19074	0.12606	2.36808	1.97915	3.4816	0.43599	-1.01578	-5.39954	1.35022	0.82801	-0.26991	0.44716	1.15115	1.16399	1.55037	0.808552	2016	1.55037	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	212	-61.3493756	15.43391378	DMA	Dominica	1	PERCENT	Percentage	0.96444	0.34756	-2.25352	7.25138	2.21925	-0.67314	4.30311	5.74459	7.6294	-1.34304	0.87623	-0.21029	-1.5197	-1.09636	3.8853	-3.05524	2.10672	0.064144	2016	2.10672	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	PERCENT	Percentage	4.00919	0.23476	4.1693	-1.76026	-0.19313	7.67107	9.09137	6.95654	1.79396	-0.41014	6.89195	1.77437	1.49969	3.4549	6.32099	5.79498	5.43955	4.502022	2016	5.43955	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	PERCENT	Percentage	-0.74859	2.20154	2.35038	1.04138	6.44847	3.56202	2.66754	0.47815	4.57482	-1.1018	1.83798	6.14348	3.98186	3.32569	2.41308	-1.33898	-3.60506	0.955318	2016	-3.60506	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	222	-88.86862995	13.73603564	SLV	El Salvador	1	PERCENT	Percentage	1.41381	1.04874	1.74906	1.76525	1.35432	3.07839	3.44007	3.37927	0.82875	-3.55877	0.91564	1.7556	1.41134	1.36545	0.93434	1.79174	1.84621	1.469816	2016	1.84621	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	PERCENT	Percentage	8.60115	61.14476	15.36322	8.97998	18.88153	4.22659	0.66116	10.12357	12.4965	-3.19291	-12.94533	1.89716	3.69257	-8.12736	-3.64609	-12.58594	-12.36757	-6.606878	2016	-12.36757	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	231	39.63505296	8.631223181	ETH	Ethiopia	1	PERCENT	Percentage	3.04825	5.21026	-1.3725	-4.92308	10.40825	8.75419	7.84985	8.49789	7.87929	5.96011	9.61633	10.20967	5.8302	7.73454	7.45632	7.61613	4.90415	6.708268	2016	4.90415	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	232	38.11074289	16.12894644	ERI	Eritrea	1	PERCENT	Percentage	-2.48668	-14.96918	5.2197	-0.401	-5.69188	-1.36979	-3.34696	-0.69005	-11.47336	2.00403	0.32046	6.64131	4.9953	1.05621	2.88442	2.59291	1.41444	2.588656	2016	1.41444	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	233	25.84093481	58.68487172	EST	Estonia	1	PERCENT	Percentage	10.93769	6.89278	6.7666	8.18471	7.02314	10.21711	10.79092	8.16706	-5.11165	-14.47659	2.54526	7.89317	4.58398	2.19691	3.14056	1.90889	2.28711	2.82349	2016	2.28711	United Nations, Department of Economic and Social Affairs, Statistics Division (AMA)	CA
2018.Q2.G.01	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	PERCENT	Percentage																						
