GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Location_Code,Location_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,28,Antigua and Barbuda,2016.0,,18.0357952117920,Float,http://apps.who.int/gho/data/node.sdg.11-6,,ATG,-61.7999755,17.07761471
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,32,Argentina,2016.0,,11.8304634094238,Float,http://apps.who.int/gho/data/node.sdg.11-6,,ARG,-65.14563274,-35.19446255
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,32,Argentina,2016.0,,11.6762857437134,Float,http://apps.who.int/gho/data/node.sdg.11-6,,ARG,-65.14563274,-35.19446255
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,51,Armenia,2016.0,,30.4817638397217,Float,http://apps.who.int/gho/data/node.sdg.11-6,,ARM,44.93839317,40.29499741
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,51,Armenia,2016.0,,32.8559188842773,Float,http://apps.who.int/gho/data/node.sdg.11-6,,ARM,44.93839317,40.29499741
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,36,Australia,2016.0,,7.1862335205078,Float,http://apps.who.int/gho/data/node.sdg.11-6,,AUS,134.3499412,-25.57717202
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,36,Australia,2016.0,,7.3022446632385,Float,http://apps.who.int/gho/data/node.sdg.11-6,,AUS,134.3499412,-25.57717202
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,53,Australia and New Zealand,2016.0,,6.9506387710571,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,53,Australia and New Zealand,2016.0,,7.0650238990784,Float,http://apps.who.int/gho/data/node.sdg.11-6,,,,
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,40,Austria,2016.0,,12.4257211685181,Float,http://apps.who.int/gho/data/node.sdg.11-6,,AUT,14.14172472,47.58704857
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,40,Austria,2016.0,,13.0955114364624,Float,http://apps.who.int/gho/data/node.sdg.11-6,,AUT,14.14172472,47.58704857
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,31,Azerbaijan,2016.0,,18.5091876983643,Float,http://apps.who.int/gho/data/node.sdg.11-6,,AZE,50.01064725,40.39229544
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,31,Azerbaijan,2016.0,,18.2009506225586,Float,http://apps.who.int/gho/data/node.sdg.11-6,,AZE,50.01064725,40.39229544
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,44,Bahamas,2016.0,,17.5625343322754,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BHS,-78.05111663,24.69546597
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,44,Bahamas,2016.0,,18.9941425323486,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BHS,-78.05111663,24.69546597
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,48,Bahrain,2016.0,,69.0448684692383,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BHR,50.5490754,26.04407747
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,48,Bahrain,2016.0,,69.0054168701172,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BHR,50.5490754,26.04407747
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,50,Bangladesh,2016.0,,58.3345603942871,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BGD,89.17660788,22.86961622
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,50,Bangladesh,2016.0,,58.6150550842285,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BGD,89.17660788,22.86961622
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,52,Barbados,2016.0,,22.2354164123535,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BRB,-59.5346489,13.13648273
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,52,Barbados,2016.0,,22.3532619476318,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BRB,-59.5346489,13.13648273
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,112,Belarus,2016.0,,18.0557403564453,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BLR,28.04940161,53.54193075
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,112,Belarus,2016.0,,19.3452281951904,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BLR,28.04940161,53.54193075
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,56,Belgium,2016.0,,12.8761425018311,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BEL,4.660976456,50.64104975
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,56,Belgium,2016.0,,12.9769601821899,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BEL,4.660976456,50.64104975
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,84,Belize,2016.0,,21.2268142700195,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BLZ,-88.70199554,17.19965901
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,84,Belize,2016.0,,20.8913822174072,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BLZ,-88.70199554,17.19965901
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,204,Benin,2016.0,,33.1116790771484,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BEN,2.339933594,9.65401646
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,204,Benin,2016.0,,30.3960189819336,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BEN,2.339933594,9.65401646
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,64,Bhutan,2016.0,,35.4492225646973,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BTN,90.45098484,27.39598568
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,64,Bhutan,2016.0,,35.3224220275879,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BTN,90.45098484,27.39598568
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,68,Bolivia (Plurinational State of),2016.0,,20.2352504730225,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BOL,-64.66224284,-16.71273412
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,68,Bolivia (Plurinational State of),2016.0,,23.3321475982666,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BOL,-64.66224284,-16.71273412
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,ALLAREA,All areas,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,70,Bosnia and Herzegovina,2016.0,,27.2516880035400,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BIH,17.78584332,44.16845548
11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",11.6.2,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),1,EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",2019.Q1.G.01,URBAN,Urban,G,Global,E,Estimated data,mgr/m^3,Micrograms per cubic meter,70,Bosnia and Herzegovina,2016.0,,29.7395954132080,Float,http://apps.who.int/gho/data/node.sdg.11-6,,BIH,17.78584332,44.16845548
