"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Level/Status_Code","Level/Status_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","804","Ukraine",2017.0,"","39","Float","UN Environment","","UKR","31.40270802","49.00735945"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","784","United Arab Emirates",2017.0,"","75","Float","UN Environment","","ARE","53.98279159","23.43322219"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","826","United Kingdom of Great Britain and Northern Ireland",2017.0,"","77","Float","UN Environment","","GBR","-2.23830539","53.27691757"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","834","United Republic of Tanzania",2017.0,"","50","Float","UN Environment","","TZA","34.80521182","-6.265332606"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","840","United States of America",2017.0,"","NA","String","UN Environment","","USA","-99.13830311","39.5277871"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","858","Uruguay",2017.0,"","NA","String","UN Environment","","URY","-56.01387025","-32.8002838"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","860","Uzbekistan",2017.0,"","45","Float","UN Environment","","UZB","63.11944558","41.77560518"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","548","Vanuatu",2017.0,"","39","Float","UN Environment","","VUT","167.0679779","-15.34445547"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","862","Venezuela (Bolivarian Republic of)",2017.0,"","NA","String","UN Environment","","VEN","-66.15642084","7.121324748"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","704","Viet Nam",2017.0,"","38","Float","UN Environment","","VNM","105.802499","10.09643079"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","1","World",2017.0,"","48","Float","UN Environment","Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.","","",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","887","Yemen",2017.0,"","39","Float","UN Environment","","YEM","45.22389143","15.22242099"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","894","Zambia",2017.0,"","46","Float","UN Environment","","ZMB","27.850329","-14.59701056"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","716","Zimbabwe",2017.0,"","61","Float","UN Environment","","ZWE","29.86909584","-19.00075492"
