series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Units	Age description	Units description	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	831	-2.200712402	49.71561166	GGY	Guernsey	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	832	-2.136773508	49.22353354	JEY	Jersey	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	833	-4.538190305	54.22880901	IMN	Isle of Man	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	15+	NUMBER	15 years old and over	Number		1.1775	1.15706	1.31359	1.76626	1.86958	1.98512	2.05108	2.18988	2.44095	2.43497	2.4585		2.381075	2015	2.4585	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	840	-99.13830311	39.5277871	USA	United States of America	1	15+	NUMBER	15 years old and over	Number	32.69386	33.28057	33.94066	34.76701	35.15109	35.89812	35.40139	35.12619	34.86649	33.60905	32.38577	33.03269	32.66639	33.312078	2016	32.66639	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	15+	NUMBER	15 years old and over	Number	1.16408	1.29503	1.21672	1.50792	1.67748	1.83403	1.94234	2.1144	2.16007	2.34025	2.77854	2.91167	2.88709	2.615524	2016	2.88709	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	858	-56.01387025	-32.8002838	URY	Uruguay	1	15+	NUMBER	15 years old and over	Number	12.82021	12.78176	13.35116	13.46741	13.56962	13.39772	13.57535	13.52792	12.7266	12.57398	12.19949	11.97766	11.42709	12.180964	2016	11.42709	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	860	63.11944558	41.77560518	UZB	Uzbekistan	1	15+	NUMBER	15 years old and over	Number	39.14898	40.01133	42.33095	41.44206	40.66479	40.28493	39.18171	38.23357	38.02247	37.72505	37.3803	36.99247	36.14156	37.25237	2016	36.14156	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	15+	NUMBER	15 years old and over	Number		15.7479	16.46919	17.31682	17.34886	18.37891	17.18335	16.70159	16.79876	16.69136	16.52508	15.92181		16.4842525	2015	15.92181	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	882	-172.4430749	-13.61541469	WSM	Samoa	1	15+	NUMBER	15 years old and over	Number	17.64209	18.39267	20.91765	23.38845	23.13229	26.39567	25.22617	18.10454	18.75101	22.7244	24.11382	21.38281	22.72672	21.939752	2016	22.72672	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	887	45.22389143	15.22242099	YEM	Yemen	1	15+	NUMBER	15 years old and over	Number	1.73288	1.83436	1.90226	1.9517	1.93837	1.93307	1.84059	1.75622	1.69837	1.67099	1.64474	1.59415		1.6520625	2015	1.59415	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	894	27.850329	-14.59701056	ZMB	Zambia	1	15+	NUMBER	15 years old and over	Number	2.98739	2.86347	2.91161	3.18913	3.5463	3.72211	3.85257	3.99917	4.21702	4.44899	4.69265	4.66203	4.67616	4.53937	2016	4.67616	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
