"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2005.0","Value_2010.0","Value_2015.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"19","Americas","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","163.08","163.91","164.54","166.17",2015.0,"166.17","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"21","Northern America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","86.41","89.80","92.30","93.30",2015.0,"93.30","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"29","Caribbean","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","167.39","171.67","149.30","147.70",2015.0,"147.70","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"30","Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","48.88","49.23","52.17","53.89",2015.0,"53.89","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"34","Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","58.71","58.78","59.78","55.15",2015.0,"55.15","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"35","South-Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","177.04","171.49","163.36","158.17",2015.0,"158.17","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"39","Southern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","71.73","76.05","81.73","84.83",2015.0,"84.83","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"53","Australia and New Zealand","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","207.81","211.04","216.04","219.96",2015.0,"219.96","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"54","Melanesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","286.21","286.32","286.42","286.52",2015.0,"286.52","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"57","Micronesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","346.2","347.53","348.56","349.61",2015.0,"349.61","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"61","Polynesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","187.22","187.27","186.95","187.35",2015.0,"187.35","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"62","Central and Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","54.72","54.97","55.83","52.09",2015.0,"52.09","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"97","European Union","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","","","","","","","","",""
"127","Southern Asia (excluding India)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","","","","","","","","",""
"135","Caucasus and Central Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","43.22","44.21","43.61","46.14",2015.0,"46.14","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"142","Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","104.75","100.36","97.51","94.60",2015.0,"94.60","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"143","Central Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","25.27","26.04","24.48","27.50",2015.0,"27.50","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"145","Western Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","87.62","89.41","93.94","99.47",2015.0,"99.47","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"150","Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","68.14","69.29","70.44","72.03",2015.0,"72.03","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"151","Eastern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","66.10","66.63","67.26","68.47",2015.0,"68.47","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"154","Northern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","59.16","62.72","65.57","67.55",2015.0,"67.55","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"155","Western Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","137.16","143.52","147.31","154.23",2015.0,"154.23","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"158","Other non-specified areas","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","","","","","","","","",""
"199","Least Developed Countries (LDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","153.08","153.07","153.46","154.11",2015.0,"154.11","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"202","Sub-Saharan Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","166.28","166.89","167.75","168.66",2015.0,"168.66","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"223","Eastern Asia (excluding Japan and China)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","","","","","","","","",""
"369"," Iraq (Central Iraq) ","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","","","","","","","","",""
"419","Latin America and the Caribbean","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","188.46","189.14","189.92","192.13",2015.0,"192.13","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"420","Latin America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","107.74","108.17","108.87","109.58",2015.0,"109.58","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","82.62","84.58","90.21","97.29",2015.0,"97.29","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"513","Europe and Northern America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","72.40","74.08","75.56","77.02",2015.0,"77.02","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","73.44","75.13","76.62","78.1",2015.0,"78.1","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"515","Developing regions","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","162.38","160.88","160.22","160.34",2015.0,"160.34","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"518","Eastern Asia (excluding Japan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","48.88","49.23","52.17","53.89",2015.0,"53.89","Data nature not available","FAO, Global Forest Resources Assessment","Aggregate. Only countries with data for all years included"
"535","Bonaire, Sint Eustatius and Saba","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOPHA","Above-ground biomass in forest per hectare (tonnes per hectare)","2019.Q1.G.01","T_PER_HA","Tonnes per hectare","G","Global","","","","","","","","",""
