"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","TypeOfProduct_Code","TypeOfProduct_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"1","World","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","GAS","Natural gas","0.03449","0.03456","0.03478","0.03515","0.03429","0.03382","0.03376","0.03353","0.03411","0.03373","0.0345","0.03459","0.0341","0.03379","0.03305","0.03282","0.03272","0.03245",2017.0,"0.03245","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","FOF","Fossil fuels","0.19658","0.19813","0.19981","0.20241","0.20265","0.2013","0.20077","0.19813","0.19993","0.2031","0.20442","0.20513","0.20329","0.19971","0.19533","0.18925","0.1889","0.18732",2017.0,"0.18732","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","FEO","Ferrous ores","0.02208","0.02087","0.02165","0.02346","0.02518","0.02587","0.03072","0.0335","0.03596","0.03644","0.04034","0.04439","0.04361","0.04567","0.04784","0.0501","0.05219","0.05053",2017.0,"0.05053","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","CRO","Crops","0.12274","0.12169","0.12065","0.11982","0.11717","0.118","0.11334","0.11117","0.11492","0.12459","0.11844","0.11607","0.11913","0.11646","0.11856","0.11728","0.11711","0.11873",2017.0,"0.11873","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","CPR","Crop residues","0.07885","0.07932","0.078","0.07761","0.07885","0.07697","0.07461","0.07435","0.0789","0.07847","0.07578","0.07827","0.07653","0.07884","0.07851","0.07764","0.07755","0.07696",2017.0,"0.07696","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","COL","Coal","0.09052","0.09274","0.09523","0.09764","0.09927","0.1006","0.10173","0.10189","0.10327","0.1073","0.10868","0.11125","0.11039","0.1085","0.10478","0.09922","0.09988","0.0998",2017.0,"0.0998","Estimated data","Environment Live / Global Material Flows Database","NA"
"1","World","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","MEO","Metal ores","0.096","0.09437","0.09396","0.09546","0.09527","0.09555","0.09776","0.10111","0.10338","0.10416","0.10792","0.11371","0.11507","0.11752","0.11176","0.11291","0.11439","0.11438",2017.0,"0.11438","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","WCH","Wild catch and harvest","0.00559","0.00584","0.00514","0.00529","0.00469","0.00469","0.00456","0.00446","0.00442","0.00451","0.00446","0.00457","0.00412","0.00381","0.00368","0.00412","0.00414","0.0041",2017.0,"0.0041","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","RAW","All raw materials","2.93952","2.91939","2.84779","2.83131","2.36788","2.45849","2.55274","2.56586","2.89577","2.71668","2.69525","2.47788","2.38175","2.41835","2.44673","2.4473","2.48685","2.49747",2017.0,"2.49747","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","PET","Petroleum","0.10534","0.10914","0.1083","0.10601","0.09468","0.09805","0.09762","0.1004","0.11343","0.10618","0.10038","0.09694","0.09153","0.09621","0.10159","0.08111","0.08094","0.07991",2017.0,"0.07991","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NMM","Non-metallic minerals","0.7081","0.7265","0.7202","0.71716","0.61445","0.66053","0.71614","0.77518","0.77607","0.7409","0.73285","0.69813","0.68627","0.66082","0.63026","0.71457","0.72643","0.72958",2017.0,"0.72958","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NMC","Non-metallic minerals - construction dominant","0.57011","0.5833","0.58076","0.5687","0.4873","0.51984","0.57501","0.62673","0.65325","0.64684","0.63707","0.60604","0.59203","0.57504","0.54628","0.62213","0.63505","0.64022",2017.0,"0.64022","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NMA","Non-metallic minerals - industrial or agricultural dominant","0.14624","0.14863","0.14709","0.15844","0.13777","0.15023","0.14969","0.15348","0.12931","0.10092","0.10173","0.0976","0.09975","0.09316","0.09009","0.09863","0.09759","0.09553",2017.0,"0.09553","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","NFO","Non-ferrous ores","0.01811","0.02088","0.02075","0.01743","0.01466","0.01126","0.02873","0.0239","0.03205","0.03542","0.0438","0.03471","0.03664","0.03455","0.02768","0.03956","0.04852","0.05659",2017.0,"0.05659","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","FOF","Fossil fuels","0.28124","0.28464","0.2736","0.27771","0.23904","0.24382","0.24487","0.25008","0.26455","0.25251","0.23622","0.23337","0.21886","0.21706","0.22348","0.20968","0.20935","0.20767",2017.0,"0.20767","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","GBO","Grazed biomass and fodder crops","0.4248","0.41106","0.40713","0.3991","0.32982","0.33914","0.34325","0.34527","0.50759","0.45744","0.47548","0.35027","0.35713","0.38886","0.4138","0.32179","0.32441","0.32324",2017.0,"0.32324","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","GAS","Natural gas","0.03365","0.03563","0.0359","0.03873","","0.03565","0.03725","0.03919","0.03929","0.03753","0.03728","0.04049","0.03849","0.03749","","0.04273","0.04282","0.04334",2017.0,"0.04334","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","FEO","Ferrous ores","0.01811","0.02088","0.02075","0.01743","0.01466","0.01126","0.02873","0.0239","0.03205","0.03542","0.0438","0.03471","0.03664","0.03455","0.02768","0.03956","0.04852","0.05659",2017.0,"0.05659","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","CRO","Crops","0.49335","0.48184","0.46571","0.46433","0.38713","0.39357","0.40651","0.41456","0.38619","0.44889","0.41756","0.42188","0.38156","0.37723","0.37137","0.40035","0.40522","0.41742",2017.0,"0.41742","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","CPR","Crop residues","0.44186","0.43606","0.42304","0.42663","0.3505","0.36732","0.37224","0.35092","0.40042","0.37182","0.3702","0.35232","0.3395","0.33621","0.34593","0.36397","0.36908","0.36978",2017.0,"0.36978","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","WOD","Wood","0.35504","0.34656","0.32804","0.31805","0.26135","0.26329","0.26486","0.26208","0.28232","0.26774","0.25018","0.2431","0.22533","0.22276","0.21863","0.22072","0.21976","0.21634",2017.0,"0.21634","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","MEO","Metal ores","0.22522","0.21882","0.2096","0.20804","0.16933","0.16889","0.18509","0.17108","0.19663","0.19235","0.20947","0.19387","0.17777","0.17911","0.17729","0.20044","0.21682","0.23439",2017.0,"0.23439","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","COL","Coal","0.14497","0.14034","0.12983","0.13385","","","","","","","","0.09601","","","","0.08584","0.08559","0.08444",2017.0,"0.08444","Estimated data","Environment Live / Global Material Flows Database","NA"
"2","Africa","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","BIM","Biomass","1.72863","1.69455","1.65349","1.62855","1.34601","1.38745","1.40815","1.36956","1.65971","1.54148","1.52793","1.36519","1.32319","1.34599","1.37229","1.32283","1.33469","1.33089",2017.0,"1.33089","Estimated data","Environment Live / Global Material Flows Database","NA"
"5","South America","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","WCH","Wild catch and harvest","0.00466","0.00344","0.00408","0.0029","0.00417","0.00349","0.00273","0.00256","0.00235","0.00223","0.00147","0.00236","0.00129","0.00149","0.00107","0.00099","0.00091","0.00081",2017.0,"0.00081","Estimated data","Environment Live / Global Material Flows Database","NA"
"5","South America","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","BIM","Biomass","0.53165","0.52503","0.54406","0.56428","0.5438","0.53078","0.53036","0.52999","0.53446","0.54047","0.51922","0.50843","0.48993","0.49573","0.49125","0.51364","0.54466","0.55718",2017.0,"0.55718","Estimated data","Environment Live / Global Material Flows Database","NA"
"5","South America","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","COL","Coal","0.01146","0.01125","0.01066","0.0113","0.01063","0.0111","0.01005","0.0108","0.01098","0.00929","0.00988","0.01085","0.01024","0.01143","0.01178","0.0122","0.013","0.01337",2017.0,"0.01337","Estimated data","Environment Live / Global Material Flows Database","NA"
"5","South America","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","CPR","Crop residues","","","","","","","","","","","","","","","","","","","","","","",""
"5","South America","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","CRO","Crops","0.25083","0.25017","0.25579","0.26298","0.26615","0.2573","0.24424","0.24764","0.26181","0.29598","0.28082","0.28066","0.28203","0.264","0.28481","0.28657","0.30681","0.32742",2017.0,"0.32742","Estimated data","Environment Live / Global Material Flows Database","NA"
"5","South America","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","FEO","Ferrous ores","0.02248","0.02256","0.02215","0.02189","0.01954","0.02104","0.02792","0.03047","0.02425","0.01998","0.02037","0.03698","0.02731","0.02254","0.0382","0.05496","0.07334","",2016.0,"0.07334","Estimated data","Environment Live / Global Material Flows Database","NA"
"5","South America","12","Ensure sustainable consumption and production patterns","12.2","By 2030, achieve the sustainable management and efficient use of natural resources","12.2.2","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","1","EN_MAT_DOMCMPG","Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2010 United States dollars)","2019.Q1.G.01","KG_PER_CON_USD","Kilograms per constant USD","G","Global","FOF","Fossil fuels","0.10342","0.10281","0.10169","0.10038","0.09932","0.0943","0.09344","0.0926","0.0936","0.09172","0.09381","0.09253","0.09369","0.09475","0.09894","0.10294","0.10908","0.11134",2017.0,"0.11134","Estimated data","Environment Live / Global Material Flows Database","NA"
