series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	NUMBER	Number	20145	19742	19611	22983	11	4	5	8522.8	2016	5	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	818	29.77468534	26.57438204	EGY	Egypt	1	NUMBER	Number	2.4e+07	2.4e+07	2.4e+07	32563245	62111	1640557	1673826	11987947.8	2016	1673826	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	NUMBER	Number	9	19	27	14	25	30	5	20.2	2016	5	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	831	-2.200712402	49.71561166	GGY	Guernsey	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	832	-2.136773508	49.22353354	JEY	Jersey	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	NUMBER	Number	43656348	50421052	51864011	46961920	33866309	33064128	25008679	38153009.4	2016	25008679	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	840	-99.13830311	39.5277871	USA	United States of America	1	NUMBER	Number	235	184	355	731	645	754	932	683.4	2016	932	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	NUMBER	Number	17860380	19099726	19229686	15740567	14959678	11658638	12492287	14816171.2	2016	12492287	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	858	-56.01387025	-32.8002838	URY	Uruguay	1	NUMBER	Number	546	542	511	5	4	6	1340	373.2	2016	1340	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	NUMBER	Number	394207	394207	394207	394207	394207	399873	405951	397689	2016	405951	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	NUMBER	Number	1064133	1069085	1050992	222133	216071	280243	282294	410346.6	2016	282294	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	NUMBER	Number												
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	882	-172.4430749	-13.61541469	WSM	Samoa	1	NUMBER	Number	186649	186649	186649	186649	182052	61325	61325	135600	2016	61325	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	887	45.22389143	15.22242099	YEM	Yemen	1	NUMBER	Number	15328780	15671810	16286837	15235653	15454305	5840695	5985649	11760627.8	2016	5985649	WHO Global Health Observatory	CA
2018.Q2.G.01	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	894	27.850329	-14.59701056	ZMB	Zambia	1	NUMBER	Number	10713944	10850875	10978024	11266749	11462039	11830416	11573334	11422112.4	2016	11573334	WHO Global Health Observatory	CA
