"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2000.0","Value_2005.0","Value_2010.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"19","Americas","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"21","Northern America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"29","Caribbean","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"30","Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"34","Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"35","South-Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"39","Southern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"53","Australia and New Zealand","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"54","Melanesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"57","Micronesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"61","Polynesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"62","Central and Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"97","European Union","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"127","Southern Asia (excluding India)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"135","Caucasus and Central Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"142","Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"143","Central Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"145","Western Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"150","Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"151","Eastern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"154","Northern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"155","Western Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"158","Other non-specified areas","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"199","Least Developed Countries (LDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"202","Sub-Saharan Africa","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"223","Eastern Asia (excluding Japan and China)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"369"," Iraq (Central Iraq) ","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"419","Latin America and the Caribbean","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"420","Latin America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"432","Landlocked developing countries (LLDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"513","Europe and Northern America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"515","Developing regions","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"518","Eastern Asia (excluding Japan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"543","Oceania (exc. Australia and New Zealand)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"722","Small island developing States (SIDS)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"746","Northern Africa (exc. Sudan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"747","Northern Africa and Western Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"753","Eastern and South-Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"827","United Kingdom (England and Wales)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"828","United Kingdom (Northern Ireland)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"829","United Kingdom (Scotland)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"830","Channel Islands","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"891","Serbia and Montenegro [former]","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"910","High income economies (WB)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
"911","Low income economies (WB)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTMGT","Proportion of forest area with a long-term management plan (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","",""
