"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2014","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"178","Congo","COG","15.22052612","-0.840544119","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.01","",2014.0,"0.01","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"180","Democratic Republic of the Congo","COD","23.65496507","-2.877154732","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.09","",2014.0,"0.09","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"184","Cook Islands","COK","-159.7711391","-21.22696458","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"188","Costa Rica","CRI","-84.19712782","9.970998683","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.06","",2014.0,"3.06","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"191","Croatia","HRV","17.95874553","45.45172212","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.98","",2014.0,"0.98","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"192","Cuba","CUB","-79.54460144","22.10030366","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","25.62","",2014.0,"25.62","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"196","Cyprus","CYP","33.22285964","35.05659437","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","37.64","",2014.0,"37.64","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"203","Czechia","CZE","15.33151382","49.73913871","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","23.99","",2014.0,"23.99","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"204","Benin","BEN","2.339933594","9.65401646","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.71","",2014.0,"0.71","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"208","Denmark","DNK","9.326571283","56.03829721","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","20.72","",2014.0,"20.72","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"212","Dominica","DMA","-61.3493756","15.43391378","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10.00","",2014.0,"10.00","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
