"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Freq_Code","Freq_Desc","ReportingType_Code","ReportingType_Desc","Value_1983.0","Value_1985.0","Value_1987.0","Value_1989.0","Value_1990.0","Value_1992.0","Value_1995.0","Value_1997.0","Value_2000.0","Value_2004.0","Value_2006.0","Value_2008.0","Value_2009.0","Value_2011.0","Value_2013.0","Latest_Year","Latest_Value","Nature_Desc"
"722","Small island developing States (SIDS)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"747","Northern Africa and Western Asia","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"753","Eastern and South-Eastern Asia","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"827","United Kingdom (England and Wales)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"829","United Kingdom (Scotland)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"830","Channel Islands","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"891","Serbia and Montenegro [former]","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"910","High income economies (WB)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"911","Low income economies (WB)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"912","Lower middle economies (WB)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"913","Low and middle income economies (WB)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"914","Upper middle economies (WB)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"917","International Centers (FAO)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"918","European Union (EU) Institutions","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"919","Regional Centres (FAO)","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"920","Azores Islands","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
"921","ODA residual","14","Conserve and sustainably use the oceans, seas and marine resources for sustainable development","14.4","By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at least to levels that can produce maximum sustainable yield as determined by their biological characteristics","14.4.1","Proportion of fish stocks within biologically sustainable levels","1","ER_H2O_FISHOVEXP","Proportion of fish stocks that are overexploited (%)","2019.Q1.G.01","PERCENT","Percentage","ANNUAL","Global","G","Global","","","","","","","","","","","","","","","","","",""
