series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	320	-91.2312746	15.00273719	GTM	Guatemala	1	TONNES_M	millions of tonnes	8.58	8.987	9.65	9.639	10.235	10.619	10.628	11.473	10.25	11.229	10.323	10.475	10.586	12.224	16.145	15.135	12.913	2015	15.135	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	324	-11.28173419	11.00210343	GIN	Guinea	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	328	-58.97322037	4.788012784	GUY	Guyana	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	332	-72.33640958	18.40426539	HTI	Haiti	1	TONNES_M	millions of tonnes	1.383	1.514	1.732	1.641	1.89	1.98	2.025	2.316	2.316	2.238	2.094	2.14	2.081	2.165	2.762	3.208	2.4712	2015	3.208	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	336	12.45315803	41.90343751	VAT	Holy See	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	340	-86.59974381	14.82243161	HND	Honduras	1	TONNES_M	millions of tonnes	4.486	5.289	5.618	6.244	7.033	7.158	6.397	8.115	7.876	7.397	7.342	8.376	8.353	8.451	8.747	9.234	8.6322	2015	9.234	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	TONNES_M	millions of tonnes	40.338	41.442	40.116	42.812	40.906	41.327	42.316	44.027	42.853	46.241	41.991	45.644	45.094	46.046	47.94	43.88	45.7208	2015	43.88	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	348	19.41221519	47.1651448	HUN	Hungary	1	TONNES_M	millions of tonnes	53.289	54.932	54.181	56.782	55.066	54.721	54.16	52.522	51.752	46.865	47.143	46.344	42.749	40.167	39.997	42.485	42.3484	2015	42.485	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	352	-19.02116966	64.79134763	ISL	Iceland	1	TONNES_M	millions of tonnes	2.16	2.105	2.205	2.194	2.269	2.235	2.272	2.319	2.121	2.079	1.949	1.868	1.859	2.028	2.044	2.054	1.9706	2015	2.054	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	356	79.3608464	22.34642074	IND	India	1	TONNES_M	millions of tonnes	890.438	905.223	935.563	953.859	1028.267	1079.581	1150.721	1264.779	1345.474	1513.066	1594.262	1673.844	1790.757	1852.614	2018.84	2066.014	1880.4138	2015	2066.014	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	360	113.9174	-0.994582204	IDN	Indonesia	1	TONNES_M	millions of tonnes	255.316	274.359	279.987	308.684	315.932	318.522	340.04	353.836	350.137	364.97	376.172	384.646	392.942	398.011	434.865	441.907	410.4742	2015	441.907	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	TONNES_M	millions of tonnes	312.161	327.246	342.946	357.279	385.755	417.65	449.123	479.917	487.188	504.124	498.448	507.637	512.18	535.806	556.506	552.402	532.9062	2015	552.402	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	368	43.76606267	33.05013795	IRQ	Iraq	1	TONNES_M	millions of tonnes	70.483	80.262	75.107	69.573	72.858	73.153	68.962	62.492	72.376	91.927	103.508	110.844	126.266	135.165	141.026	132.066	129.0734	2015	132.066	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	372	-7.121425272	53.25274054	IRL	Ireland	1	TONNES_M	millions of tonnes	40.834	42.959	42.076	41.968	42.378	44.239	45.21	44.447	44.039	39.48	39.327	35.219	35.726	34.409	33.864	35.316	34.9068	2015	35.316	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	376	34.62277992	31.06164552	ISR	Israel	1	TONNES_M	millions of tonnes	54.835	56.123	59.249	60.992	61.166	58.788	61.998	64.259	64.469	63.845	68.428	67.504	73.742	65.899	61.275	62.286	66.1412	2015	62.286	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	380	12.57022427	42.79917282	ITA	Italy	1	TONNES_M	millions of tonnes	420.31	420.059	427.058	445.129	454.877	456.309	449.062	441.342	428.739	383.613	391.889	384.005	366.58	337.485	319.713	330.748	347.7062	2015	330.748	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	TONNES_M	millions of tonnes	6.328	6.256	6.376	5.149	5.416	5.811	5.626	5.547	6.359	5.925	6.24	6.03	7.882	8.446	8.937	9.658	8.1906	2015	9.658	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	388	-77.31068409	18.15616857	JAM	Jamaica	1	TONNES_M	millions of tonnes	9.787	9.813	9.968	10.277	10.253	10.278	11.741	11.748	9.7	7.498	6.929	7.308	6.872	7.32	7.13	6.993	7.1246	2015	6.993	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	392	139.2716103	36.6554539	JPN	Japan	1	TONNES_M	millions of tonnes	1141.242	1130.856	1168.728	1175.845	1172.348	1177.674	1162.338	1206.437	1120.603	1059.944	1111.824	1165.72	1208.812	1229.607	1184.355	1141.576	1186.014	2015	1141.576	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	TONNES_M	millions of tonnes	112.004	109.236	119.567	134.795	146.407	156.891	172.926	187.191	230.242	202.702	221.087	234.812	233.833	249.151	229.797	225.146	234.5478	2015	225.146	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	400	37.13024774	30.65365973	JOR	Jordan	1	TONNES_M	millions of tonnes	14.241	14.116	15	14.814	16.691	17.916	18.304	19.209	18.5	19.278	18.795	19.808	22.663	22.336	23.992	23.778	22.5154	2015	23.778	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	404	37.86096816	0.534797278	KEN	Kenya	1	TONNES_M	millions of tonnes	7.765	7.081	6.832	5.864	6.722	7.48	8.442	8.379	8.819	10.426	11.206	11.318	10.352	11.7	12.35	14.139	11.9718	2015	14.139	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	TONNES_M	millions of tonnes	69.963	72.309	69.067	70.527	72.086	75.334	76.528	63.269	70.375	52.913	49.287	34.655	36.048	25.102	28.672	22.542	29.4038	2015	22.542	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	TONNES_M	millions of tonnes	431.71	445.677	435.732	437.617	459.631	457.512	464.553	477.252	488.682	501.934	550.732	573.561	575.271	572.185	567.81	585.987	574.9628	2015	585.987	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	414	47.49305029	29.53949468	KWT	Kuwait	1	TONNES_M	millions of tonnes	46.292	50.216	52.22	53.38	56.224	64.736	67.29	67.487	71.574	78.419	76.985	78.255	77.415	83.518	79.002	85.363	80.7106	2015	85.363	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	TONNES_M	millions of tonnes	4.45	3.762	4.738	5.261	5.187	4.892	4.877	5.963	7.007	6.522	6.041	7.212	9.566	8.876	9.035	9.883	8.9144	2015	9.883	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	422	35.89391711	33.92152458	LBN	Lebanon	1	TONNES_M	millions of tonnes	13.991	15.148	15.096	15.046	15.194	14.457	13.659	12.009	15.769	19.274	18.201	18.501	21.005	20.635	22.369	22.697	21.0414	2015	22.697	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	426	28.25362195	-29.58041814	LSO	Lesotho	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	428	26.42461876	56.64196636	LVA	Latvia	1	TONNES_M	millions of tonnes	6.839	7.245	7.233	7.462	7.478	7.578	8.028	8.358	7.936	7.184	8.085	7.337	6.993	6.911	6.723	6.844	6.9616	2015	6.844	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	430	-9.311879038	6.448381009	LBR	Liberia	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	434	18.0295985	27.04042819	LBY	Libya	1	TONNES_M	millions of tonnes	36.757	37.78	39.807	41.508	42.41	42.981	41.776	38.782	42.011	45.184	48.055	34.373	44.232	48.192	47.899	45.302	43.9996	2015	45.302	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	440	23.90517807	55.33680309	LTU	Lithuania	1	TONNES_M	millions of tonnes	10.218	10.867	10.928	10.935	11.56	12.44	12.498	12.68	12.607	11.404	12.311	11.522	11.528	10.865	10.459	10.547	10.9842	2015	10.547	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	442	6.092656563	49.77679538	LUX	Luxembourg	1	TONNES_M	millions of tonnes	8.056	8.688	9.364	9.844	11.23	11.478	11.287	10.694	10.622	10.065	10.646	10.51	10.316	9.777	9.276	8.802	9.7362	2015	8.802	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	450	46.6982339	-19.38514785	MDG	Madagascar	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	454	33.4884625	-13.40819859	MWI	Malawi	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	458	116.8346314	5.452415309	MYS	Malaysia	1	TONNES_M	millions of tonnes	115.028	120.414	126.467	132.761	146.538	155.806	161.766	178.015	190.266	169.774	189.829	191.457	192.951	209.043	220.516	220.403	206.874	2015	220.403	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	462	73.09672546	-0.614385021	MDV	Maldives	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	466	-3.522016039	17.35311254	MLI	Mali	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	470	14.44617519	35.89194275	MLT	Malta	1	TONNES_M	millions of tonnes	2.128	2.488	2.318	2.607	2.597	2.725	2.595	2.748	2.584	2.473	2.58	2.566	2.709	2.371	2.353	1.645	2.3288	2015	1.645	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	474	-60.91544135	14.56086108	MTQ	Martinique	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	478	-10.33187259	20.26089546	MRT	Mauritania	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	480	57.568022	-20.28581998	MUS	Mauritius	1	TONNES_M	millions of tonnes	2.431	2.565	2.612	2.748	2.769	2.961	3.303	3.394	3.466	3.423	3.661	3.638	3.734	3.827	3.958	3.967	3.8248	2015	3.967	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	484	-102.5148166	23.93378032	MEX	Mexico	1	TONNES_M	millions of tonnes	359.617	360.484	368.002	386.492	395.935	412.273	426.75	433.258	434.427	425.085	440.348	456.344	459.335	449.509	434.092	442.307	448.3174	2015	442.307	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	492	7.424214814	43.73532918	MCO	Monaco	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	496	103.0728057	46.83892054	MNG	Mongolia	1	TONNES_M	millions of tonnes	8.977	8.96	9.565	9.266	9.52	10.997	12.343	12.922	12.864	13.552	14.155	15.586	16.977	18.278	17.937	17.164	17.1884	2015	17.164	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	TONNES_M	millions of tonnes	6.535	6.842	6.961	7.518	7.491	7.703	7.514	7.374	7.333	7.268	7.854	7.803	7.63	6.698	7.245	7.576	7.3904	2015	7.576	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	499	19.25214024	42.78717043	MNE	Montenegro	1	TONNES_M	millions of tonnes						2.007	2.182	2.1	2.696	1.749	2.587	2.539	2.334	2.27	2.221	2.361	2.345	2015	2.361	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	500	-62.19261223	16.73558313	MSR	Montserrat	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	504	-6.281942841	31.8440131	MAR	Morocco	1	TONNES_M	millions of tonnes	29.542	32.186	33.329	33.058	36.59	39.207	40.516	41.34	43.168	43.144	46.384	50.738	52.224	51.642	53.539	54.932	52.615	2015	54.932	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	TONNES_M	millions of tonnes	1.317	1.304	1.374	1.664	1.69	1.514	1.623	1.972	1.952	2.213	2.377	2.823	2.622	2.954	3.88	5.048	3.4654	2015	5.048	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	512	57.87743482	21.98805614	OMN	Oman	1	TONNES_M	millions of tonnes	20.413	23.009	24.665	25.185	24.985	25.174	33.66	37.079	35.606	38.503	42.356	48.752	54.326	56.476	59.876	64.295	56.745	2015	64.295	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	516	17.21907885	-22.13817068	NAM	Namibia	1	TONNES_M	millions of tonnes	1.903	2.432	2.116	2.241	2.337	2.492	2.497	2.587	2.917	2.979	3.071	3.125	3.238	3.436	3.594	3.822	3.443	2015	3.822	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	520	166.92313	-0.528742623	NRU	Nauru	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	524	83.94678863	28.25866332	NPL	Nepal	1	TONNES_M	millions of tonnes	3.099	3.349	2.67	2.904	2.696	3.073	2.5	2.577	2.881	3.426	4.121	4.404	4.97	4.862	5.816	5.598	5.13	2015	5.598	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	528	5.331480568	51.86728884	NLD	Netherlands	1	TONNES_M	millions of tonnes	161.486	166.451	166.756	169.77	171.504	167.013	162.714	163.505	164.287	159.52	169.958	158.035	156.044	155.717	148.492	155.998	154.8572	2015	155.998	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	531	-68.95033464	12.15058042	CUW	Curaçao	1	TONNES_M	millions of tonnes	5.613	5.678	5.432	5.442	5.683	5.988	5.891	6.397	6.332	5.929	4.38	5.498	4.538	4.412	4.746	4.853	4.8094	2015	4.853	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	533	-69.97050586	12.50878756	ABW	Aruba	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	554	170.4755673	-43.98721568	NZL	New Zealand	1	TONNES_M	millions of tonnes	28.973	31.174	31.079	32.966	32.433	33.704	33.757	32.606	33.449	30.46	30.349	29.652	31.214	30.957	31.244	31.151	30.8436	2015	31.151	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	TONNES_M	millions of tonnes	3.541	3.71	3.831	3.952	4.104	4.031	4.244	4.362	4.19	4.165	4.276	4.467	4.435	4.29	4.521	5.142	4.571	2015	5.142	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	562	9.400167877	17.42143036	NER	Niger	1	TONNES_M	millions of tonnes	0.648	0.647	0.672	0.736	0.77	0.733	0.727	0.801	0.839	1.065	1.356	1.377	1.863	1.777	1.964	1.986	1.7934	2015	1.986	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	566	8.097363256	9.585789025	NGA	Nigeria	1	TONNES_M	millions of tonnes	43.762	49.41	51.06	54.054	54.326	56.402	50.8	47.584	52.758	43.859	55.768	60.73	63.283	61.808	60.092	64.438	62.0702	2015	64.438	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	570	-169.8601693	-19.05000475	NIU	Niue	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	578	11.47846389	61.34311134	NOR	Norway	1	TONNES_M	millions of tonnes	31.87	32.881	32.495	35.061	35.584	34.491	35.452	36.027	35.295	35.673	37.506	36.259	35.551	35.076	35.398	36.722	35.8012	2015	36.722	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	585	134.5733878	7.502307591	PLW	Palau	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	586	68.80479684	29.36491634	PAK	Pakistan	1	TONNES_M	millions of tonnes	94.353	95.492	98.011	100.64	112.781	114.953	124.496	136.393	130.485	133.747	129.586	131.038	132.673	133.519	141.569	146.033	136.9664	2015	146.033	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	591	-81.26616623	8.450965746	PAN	Panama	1	TONNES_M	millions of tonnes	4.876	5.868	5.097	5.201	5.289	6.771	7.148	6.896	6.526	8.007	8.841	9.495	9.761	9.871	10.585	10.68	10.0784	2015	10.68	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	TONNES_M	millions of tonnes	3.28	3.413	3.588	3.712	3.765	3.469	3.598	3.73	3.945	4.096	4.657	4.869	5.042	4.935	5.187	5.68	5.1426	2015	5.68	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	604	-71.82093277	-13.58939705	PER	Peru	1	TONNES_M	millions of tonnes	26.393	24.328	25.516	24.867	28.758	28.623	28.022	30.913	35.197	37.69	41.091	44.224	43.999	44.841	48.061	49.149	46.0548	2015	49.149	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	608	120.8601418	14.16591706	PHL	Philippines	1	TONNES_M	millions of tonnes	68.112	67.859	66.827	69.009	70.506	71.482	65.529	69.002	71.161	71.449	77.108	77.735	80.389	89.629	95.692	103.866	89.4622	2015	103.866	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	TONNES_M	millions of tonnes																					
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	616	19.40660158	52.1226733	POL	Poland	1	TONNES_M	millions of tonnes	289.655	288.706	282.675	293.195	296.866	296.461	308.342	306.561	301.734	291.602	307.592	303.243	296.652	292.126	279.123	282.397	290.7082	2015	282.397	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	620	-7.961599811	39.68509315	PRT	Portugal	1	TONNES_M	millions of tonnes	57.839	57.743	61.681	56.895	58.111	61.371	56.433	54.619	52.82	53.065	47.549	47.043	45.66	43.732	42.829	47.04	45.2608	2015	47.04	IEA CO2 Emissions from Fuel Combustion Statistics 2017.	E
2018.Q2.G.01	EN_ATM_CO2	Carbon dioxide emissions from fuel combustion (millions of tonnes)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	TONNES_M	millions of tonnes																					
