series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Education level	Units description	Education level description	2000	2001	2003	2006	2009	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	Ratio	LOWSEC	Ratio	lower secondary				1.94073	1.42944							2009	1.42944	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	Ratio	PRIMAR	Ratio	primary						0.85121					0.85121	2011	0.85121	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	32	-65.14563274	-35.19446255	ARG	Argentina	1	Ratio	LOWSEC	Ratio	lower secondary	0.76194			0.44912	0.3887		0.51415			0.64431	0.57923	2015	0.64431	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	32	-65.14563274	-35.19446255	ARG	Argentina	2	Ratio	GRAD23	Ratio	grades 2/3		0.58899						0.83482			0.83482	2013	0.83482	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	32	-65.14563274	-35.19446255	ARG	Argentina	3	Ratio	PRIMAR	Ratio	primary				0.84991				0.60977			0.60977	2013	0.60977	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	36	134.3499412	-25.57717202	AUS	Australia	1	Ratio	LOWSEC	Ratio	lower secondary	0.92953		0.94268	0.91507	0.94212		0.95429			0.8962	0.925245	2015	0.8962	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	36	134.3499412	-25.57717202	AUS	Australia	2	Ratio	GRAD23	Ratio	grades 2/3						0.96969					0.96969	2011	0.96969	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	36	134.3499412	-25.57717202	AUS	Australia	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	40	14.14172472	47.58704857	AUT	Austria	1	Ratio	LOWSEC	Ratio	lower secondary	0.66284		0.6792	0.73225	0.67486		0.81437			0.7041	0.759235	2015	0.7041	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	40	14.14172472	47.58704857	AUT	Austria	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	40	14.14172472	47.58704857	AUT	Austria	3	Ratio	PRIMAR	Ratio	primary				0.96478		0.94301					0.94301	2011	0.94301	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	44	-78.05111663	24.69546597	BHS	Bahamas	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	44	-78.05111663	24.69546597	BHS	Bahamas	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	44	-78.05111663	24.69546597	BHS	Bahamas	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	48	50.5490754	26.04407747	BHR	Bahrain	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	48	50.5490754	26.04407747	BHR	Bahrain	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	48	50.5490754	26.04407747	BHR	Bahrain	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	50	89.17660788	22.86961622	BGD	Bangladesh	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	50	89.17660788	22.86961622	BGD	Bangladesh	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	50	89.17660788	22.86961622	BGD	Bangladesh	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	51	44.93839317	40.29499741	ARM	Armenia	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	51	44.93839317	40.29499741	ARM	Armenia	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	51	44.93839317	40.29499741	ARM	Armenia	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	52	-59.5346489	13.13648273	BRB	Barbados	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	52	-59.5346489	13.13648273	BRB	Barbados	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	52	-59.5346489	13.13648273	BRB	Barbados	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	56	4.660976456	50.64104975	BEL	Belgium	1	Ratio	LOWSEC	Ratio	lower secondary	0.94794		0.9457	0.89878	0.87094		0.8666			0.72563	0.796115	2015	0.72563	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	56	4.660976456	50.64104975	BEL	Belgium	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	56	4.660976456	50.64104975	BEL	Belgium	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	60	-64.78155012	32.27881922	BMU	Bermuda	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	60	-64.78155012	32.27881922	BMU	Bermuda	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	60	-64.78155012	32.27881922	BMU	Bermuda	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	64	90.45098484	27.39598568	BTN	Bhutan	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	64	90.45098484	27.39598568	BTN	Bhutan	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	64	90.45098484	27.39598568	BTN	Bhutan	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	72	23.81380223	-22.18810073	BWA	Botswana	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	72	23.81380223	-22.18810073	BWA	Botswana	2	Ratio	GRAD23	Ratio	grades 2/3						1.23511					1.23511	2011	1.23511	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	72	23.81380223	-22.18810073	BWA	Botswana	3	Ratio	PRIMAR	Ratio	primary		1.13745		0.94224								2006	0.94224	Southern and Eastern Africa Consortium for Monitoring Educational Quality	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	76	-53.08432878	-10.77668561	BRA	Brazil	1	Ratio	LOWSEC	Ratio	lower secondary	0.87432		0.77241	1.51103	0.54834		0.88862			0.75106	0.81984	2015	0.75106	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	76	-53.08432878	-10.77668561	BRA	Brazil	2	Ratio	GRAD23	Ratio	grades 2/3								1.12689			1.12689	2013	1.12689	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	76	-53.08432878	-10.77668561	BRA	Brazil	3	Ratio	PRIMAR	Ratio	primary								1.12144			1.12144	2013	1.12144	Latin American Laboratory for Assessment of the Quality of Education (UNESCO Office in Santiago)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	84	-88.70199554	17.19965901	BLZ	Belize	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	84	-88.70199554	17.19965901	BLZ	Belize	2	Ratio	GRAD23	Ratio	grades 2/3		0.64426										2001	0.64426	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	84	-88.70199554	17.19965901	BLZ	Belize	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	100	25.23763153	42.75731323	BGR	Bulgaria	1	Ratio	LOWSEC	Ratio	lower secondary	0.31227			0.38032	0.4051		0.32749			0.42294	0.375215	2015	0.42294	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	100	25.23763153	42.75731323	BGR	Bulgaria	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	100	25.23763153	42.75731323	BGR	Bulgaria	3	Ratio	PRIMAR	Ratio	primary		0.9494		0.96039		0.85893					0.85893	2011	0.85893	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	104	96.51752295	21.19332882	MMR	Myanmar	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	104	96.51752295	21.19332882	MMR	Myanmar	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	104	96.51752295	21.19332882	MMR	Myanmar	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	108	29.89080992	-3.366387428	BDI	Burundi	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	108	29.89080992	-3.366387428	BDI	Burundi	2	Ratio	GRAD23	Ratio	grades 2/3									0.62651		0.62651	2014	0.62651	Programme d'analyse des systèmes éducatifs de la Confemen	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	108	29.89080992	-3.366387428	BDI	Burundi	3	Ratio	PRIMAR	Ratio	primary									0.90724		0.90724	2014	0.90724	Programme d'analyse des systèmes éducatifs de la Confemen	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	112	28.04940161	53.54193075	BLR	Belarus	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	112	28.04940161	53.54193075	BLR	Belarus	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	112	28.04940161	53.54193075	BLR	Belarus	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	116	104.922836	12.71163737	KHM	Cambodia	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	116	104.922836	12.71163737	KHM	Cambodia	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	116	104.922836	12.71163737	KHM	Cambodia	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	120	12.7419827	5.692387031	CMR	Cameroon	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	120	12.7419827	5.692387031	CMR	Cameroon	2	Ratio	GRAD23	Ratio	grades 2/3									0.24692		0.24692	2014	0.24692	Programme d'analyse des systèmes éducatifs de la Confemen	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	120	12.7419827	5.692387031	CMR	Cameroon	3	Ratio	PRIMAR	Ratio	primary									0.52505		0.52505	2014	0.52505	Programme d'analyse des systèmes éducatifs de la Confemen	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	124	-101.6575058	57.72360191	CAN	Canada	1	Ratio	LOWSEC	Ratio	lower secondary	0.91094		0.92713	0.92244	0.94112		0.98443			0.96578	0.975105	2015	0.96578	Programme for International Student Assessment (OECD)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	124	-101.6575058	57.72360191	CAN	Canada	2	Ratio	GRAD23	Ratio	grades 2/3		0.94742				0.99022					0.99022	2011	0.99022	Progress in International Reading Literacy Study (IEA)	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	124	-101.6575058	57.72360191	CAN	Canada	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	140	20.93559492	7.003720791	CAF	Central African Republic	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	140	20.93559492	7.003720791	CAF	Central African Republic	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	140	20.93559492	7.003720791	CAF	Central African Republic	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	Ratio	GRAD23	Ratio	grades 2/3															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	Ratio	PRIMAR	Ratio	primary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	148	18.66618401	15.36279341	TCD	Chad	1	Ratio	LOWSEC	Ratio	lower secondary															
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	148	18.66618401	15.36279341	TCD	Chad	2	Ratio	GRAD23	Ratio	grades 2/3									0.33738		0.33738	2014	0.33738	Programme d'analyse des systèmes éducatifs de la Confemen	C
2018.Q2.G.01	SE_LGP_ACHIRE	Language test parity index for achievement in reading, by education level (ratio)	148	18.66618401	15.36279341	TCD	Chad	3	Ratio	PRIMAR	Ratio	primary									0.64644		0.64644	2014	0.64644	Programme d'analyse des systèmes éducatifs de la Confemen	C
