"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_1993.0","Value_1994.0","Value_1995.0","Value_1996.0","Value_1997.0","Value_1998.0","Value_1999.0","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Value_2018.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"513","Europe and Northern America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.87298","0.87275","0.87227","0.87101","0.87003","0.8684","0.86653","0.86487","0.86329","0.8615","0.85899","0.8574","0.85578","0.85398","0.85196","0.85055","0.84751","0.84603","0.8434","0.84054","0.8379","0.83529","0.8328","0.82927","0.82862","0.82437",2018.0,"0.82437","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"513","Europe and Northern America","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.87653","0.8763","0.87585","0.87486","0.8739","0.87216","0.87081","0.86908","0.86769","0.86636","0.86461","0.86305","0.86153","0.86001","0.85833","0.85691","0.85579","0.85438","0.85311","0.85148","0.85001","0.84887","0.84682","0.84605","0.84438","0.84309",2018.0,"0.84309","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515","Developing regions","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515","Developing regions","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515","Developing regions","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"518","Eastern Asia (excluding Japan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"535","Bonaire, Sint Eustatius and Saba","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116",2018.0,"0.87116","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"535","Bonaire, Sint Eustatius and Saba","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116",2018.0,"0.87116","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"535","Bonaire, Sint Eustatius and Saba","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116","0.87116",2018.0,"0.87116","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"543","Oceania (exc. Australia and New Zealand)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.89286","0.89031","0.888","0.8847","0.88136","0.87797","0.87212","0.86827","0.8645","0.85963","0.85512","0.85129","0.84719","0.84335","0.83972","0.83541","0.83186","0.82816","0.82557","0.82474","0.82327","0.82176","0.8213","0.81972","0.81881","0.81716",2018.0,"0.81716","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"543","Oceania (exc. Australia and New Zealand)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.88149","0.88016","0.8784","0.87503","0.87255","0.86921","0.86429","0.86073","0.85601","0.85266","0.84862","0.84442","0.83928","0.83604","0.83225","0.82802","0.82436","0.82122","0.81698","0.81282","0.80864","0.80436","0.80145","0.79605","0.79275","0.78786",2018.0,"0.78786","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"543","Oceania (exc. Australia and New Zealand)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.87095","0.87056","0.86896","0.86722","0.86364","0.86012","0.8564","0.8528","0.84874","0.84529","0.84071","0.83732","0.8329","0.8288","0.82498","0.8194","0.81447","0.80814","0.80135","0.79792","0.78995","0.78456","0.77766","0.77115","0.76302","0.75561",2018.0,"0.75561","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"722","Small island developing States (SIDS)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.79737","0.79504","0.79371","0.79165","0.78995","0.78727","0.78324","0.77934","0.7759","0.77308","0.76912","0.76591","0.76256","0.75883","0.75541","0.75211","0.74916","0.74619","0.74478","0.74394","0.74309","0.74225","0.74135","0.74124","0.74059","0.73928",2018.0,"0.73928","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"722","Small island developing States (SIDS)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.78479","0.78401","0.78207","0.77954","0.77562","0.77245","0.76942","0.76617","0.76245","0.75935","0.75594","0.75265","0.74867","0.74551","0.74104","0.73615","0.73116","0.72643","0.72244","0.71468","0.71081","0.70389","0.69708","0.69038","0.68577","0.68219",2018.0,"0.68219","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"722","Small island developing States (SIDS)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.79029","0.78937","0.78774","0.78581","0.78364","0.77982","0.77632","0.77274","0.76954","0.76648","0.76242","0.75907","0.75572","0.75243","0.74837","0.7456","0.74269","0.73944","0.73616","0.73158","0.72816","0.72481","0.7211","0.71773","0.71385","0.7102",2018.0,"0.7102","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"738","Sub-Saharan Africa (inc. Sudan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"738","Sub-Saharan Africa (inc. Sudan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"746","Northern Africa (exc. Sudan)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"747","Northern Africa and Western Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.89596","0.89533","0.8943","0.89309","0.89117","0.88836","0.88462","0.88213","0.87885","0.87582","0.87326","0.87017","0.86663","0.86418","0.86099","0.85881","0.85544","0.85266","0.85029","0.84717","0.84459","0.84136","0.83857","0.83614","0.83344","0.83056",2018.0,"0.83056","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"747","Northern Africa and Western Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.89258","0.89211","0.89027","0.88773","0.88479","0.88125","0.87855","0.87526","0.87202","0.8683","0.86571","0.86268","0.85871","0.85654","0.85198","0.84875","0.84455","0.84036","0.83592","0.82976","0.82457","0.81967","0.81435","0.80992","0.8036","0.79645",2018.0,"0.79645","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"747","Northern Africa and Western Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.89938","0.8984","0.89744","0.89632","0.89553","0.89459","0.89121","0.88831","0.88536","0.882","0.8792","0.87673","0.87348","0.87072","0.86782","0.86617","0.86286","0.86094","0.85923","0.85895","0.85793","0.85761","0.85738","0.85728","0.85699","0.85588",2018.0,"0.85588","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"753","Eastern and South-Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.81898","0.8184","0.81589","0.81107","0.80763","0.80339","0.7981","0.79381","0.78908","0.78466","0.77964","0.77559","0.7703","0.76595","0.76039","0.7549","0.7478","0.74004","0.73453","0.72598","0.71816","0.71042","0.70066","0.69582","0.69142","0.68002",2018.0,"0.68002","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"753","Eastern and South-Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.83458","0.83239","0.8298","0.82727","0.82384","0.82092","0.81618","0.81067","0.80546","0.80138","0.79613","0.79166","0.7869","0.78277","0.77767","0.77308","0.76838","0.76381","0.76154","0.75959","0.75901","0.75711","0.75548","0.75331","0.75259","0.75187",2018.0,"0.75187","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"753","Eastern and South-Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.82571","0.82458","0.8226","0.82019","0.81676","0.8119","0.80766","0.80183","0.7971","0.79244","0.78826","0.78317","0.77872","0.7745","0.76978","0.76529","0.76158","0.75645","0.75199","0.7475","0.7412","0.73683","0.73282","0.72748","0.72237","0.71726",2018.0,"0.71726","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"827","United Kingdom (England and Wales)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"827","United Kingdom (England and Wales)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"827","United Kingdom (England and Wales)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"828","United Kingdom (Northern Ireland)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"829","United Kingdom (Scotland)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"829","United Kingdom (Scotland)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
