series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of speed	Units description	Type of speed description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	20	1.576257417	42.54548611	AND	Andorra	1	PER_100_POP	ANYS	Per 100 population	any speed			1.60247909658147	4.76051981016089	7.94586390083481	12.7316154291272	17.851166994394	22.7894503764208	25.8500168815416	29.1651305000064	31.450318970054	33.086752713029	34.3351199591628	35.0097200131283	35.8938530061258	37.91723285979	42.04138	37.0394611676414	2016	42.04138	Andorra Telecom SAU	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	20	1.576257417	42.54548611	AND	Andorra	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over										6.40613280107807	14.4248912164504	22.37975984075	27.6505870342011	32.24393445934	35.709206143251	37.91723285979	42.04138	35.1124680993164	2016	42.04138	Andorra Telecom SAU	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	20	1.576257417	42.54548611	AND	Andorra	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps										5.45900659810066	3.46438702555611	2.23206832338021	1.3208269525268	0.52008381933399	0.0399236460269734		0	0.470208604471941	2016	0	Andorra Telecom SAU	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	20	1.576257417	42.54548611	AND	Andorra	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps										17.2999911008276	13.5610407280475	8.47492454889873	5.36370597243492	1.48829811406498	0.144723216847779		0	1.74918182583692	2016	0	Andorra Telecom SAU	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	24	17.57817062	-12.33724746	AGO	Angola	1	PER_100_POP	ANYS	Per 100 population	any speed							0.0435569550990167	0.066053837603761	0.0870460638137959	0.0792533279793307	0.0767297808331463	0.0783776806212337	0.0985181689702829	0.103774200900929	0.306045088414506	0.672968878163759	0.42735	0.321731267289895	2016	0.42735	Angolan Institute of Communications	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	24	17.57817062	-12.33724746	AGO	Angola	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over												1.982112426408e-05	2.881771713249e-05	4.191579786861e-05	0.00578662373813996	0.0140491253126763	0.02391	0.00876329651316347	2016	0.02391	Angolan Institute of Communications	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	24	17.57817062	-12.33724746	AGO	Angola	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps												0.0106389884487443	0.0139381691864158	0.0186339008080341	0.0305593361346736	0.119605996969491	0.1498	0.0665074806197228	2016	0.1498	Angolan Institute of Communications	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	24	17.57817062	-12.33724746	AGO	Angola	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps												0.041376596901265	0.051775831781379	0.06906792026572	0.139244868640253	0.057668898663387	0.05403	0.0743575038701478	2016	0.05403	Angolan Institute of Communications	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PER_100_POP	ANYS	Per 100 population	any speed					2.03382363738711	7.02597953127839	1.8462386332323	2.68492955910755	5.84189621436689	18.5561993047509	8.16090241078491	6.80642526545059	14.6740167735127	17.3884536311608	11.8301926229057	13.0687634771623	9.17267	13.2268193009483	2016	9.17267	Ministry of Information, Broadcasting, Telecommunications and Information Technology	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over													0.00561362539155037	0.00555648163582819				0.00558505351368928	2013	0.00555648163582819	Telecoms Divison/Ministry of Information, Broadcasting, Telecommunications, & Information Technology	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps													0.246999517228216	1.16797243985109	4.21438236361836		0	1.40733858017442	2016	0	Ministry of Information, Broadcasting, Telecommunications and Information Technology	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps													4.49651393863185	3.43835083625049	7.61581025928737		3.62014	4.79270375854243	2016	3.62014	Ministry of Information, Broadcasting, Telecommunications and Information Technology	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PER_100_POP	ANYS	Per 100 population	any speed			0.0120776330931012			0.0255038945988497	0.0456433613548565	0.166474309023295	0.675853087111042	1.11280925803888	5.22605538731382	10.5827350856817	14.7126440238914	18.1886816906077	19.9484239802322	19.7601060277262	18.54594	18.2311591444915	2016	18.54594	Ministry of Transport, Communications and High Technologies (MTC&HT) 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over									0.135170617422208	0.0222561851607776	0.143643816113925	0.308103336161571	0.432239523237776	1.04369081587776	1.50110032835913	1.60056925404002	1.48368	1.21225598430294	2016	1.48368	Ministry of Transport, Communications and High Technologies (MTC&HT) 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps									0.0337926543555521	0.0556404629019439	0.260986651812623	1.092254743094	1.79762312842929	5.35436642580486	7.34397581390089	7.58787963273128	7.04746	5.82626100017326	2016	7.04746	Ministry of Transport, Communications and High Technologies (MTC&HT) 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	31	50.01064725	40.39229544	AZE	Azerbaijan	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps									0.628543371013269	1.03491260997616	4.6532503811553	9.44824150833171	11.5260793392688	10.6346258851724	11.1033478379722	10.5716571409549	10.0148	10.7701020406737	2016	10.0148	Ministry of Transport, Communications and High Technologies (MTC&HT) 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PER_100_POP	ANYS	Per 100 population	any speed		0.25219083409194	0.393328876491942	0.681712399689327	1.41711381613076	2.39786146987618	4.06195626383422	6.61050164122229	7.85042465003413	8.77238030393087	9.97725182284618	11.2255454612907	12.5309517550436	15.0822344682315	15.5717018763549	16.2634349105777	16.49368	15.1884006020415	2016	16.49368	Ente Nacional de Comunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	32	-65.14563274	-35.19446255	ARG	Argentina	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over															1.24572026612843	1.3661278018501	2.83795	1.81659935599284	2016	2.83795	Ente Nacional de Comunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	32	-65.14563274	-35.19446255	ARG	Argentina	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps															12.8879503625626	13.4173088337934	12.91825	13.074503065452	2016	12.91825	Ente Nacional de Comunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	32	-65.14563274	-35.19446255	ARG	Argentina	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps															1.4380312476639	1.4799745529074	0.5378	1.1519352668571	2016	0.5378	Ente Nacional de Comunicaciones	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	36	134.3499412	-25.57717202	AUS	Australia	1	PER_100_POP	ANYS	Per 100 population	any speed		0.63015538821087	1.30918036736687	2.59007099691321	5.0053216163964	9.82420903421788	18.6910665280716		24.5552167823703	23.6918188532878	24.5932868450286	24.4145520580518	24.8801857454453	25.6227328690225	27.6595567302121	28.5414503746818	30.56473	27.4537311438723	2016	30.56473	Department of Communications and the Arts	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	36	134.3499412	-25.57717202	AUS	Australia	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over										11.2355762269183	19.7772874791872	22.8622579520553	30.5893966331534	33.0812143813061	38.3069625951469	42.6407930978513	46.46883	38.2174393414915	2016	46.46883	Department of Communications and the Arts	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	36	134.3499412	-25.57717202	AUS	Australia	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps										14.4664850611533	18.1526129943251	22.4928735189003	18.2772837917282	17.8172456114805	13.9863578631198	9.12507120209876	8.94476	13.6301436936854	2016	8.94476	Department of Communications and the Arts	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	36	134.3499412	-25.57717202	AUS	Australia	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps										10.8044858627999	5.53460538799191	3.55312645225249	2.64202844271599	1.42229515340503	0.740578706821775	0.493247092005338	0.38133	1.13589587898963	2016	0.38133	Department of Communications and the Arts	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	40	14.14172472	47.58704857	AUT	Austria	1	PER_100_POP	ANYS	Per 100 population	any speed	2.37523412576796	3.98288576596633	5.57354083218031	7.38118684080536	10.6186174633295	14.2499870123628	17.3001330249754	19.5152165148302	20.7261239906504	22.4389494572854	24.4039341465122	24.8752207131837	25.1679239995331	26.2797162379218	27.6669165954469	28.6932528262942	28.96304	27.3541699318392	2016	28.96304	Austrian Regulatory Authority for Broadcasting and Telecommunications	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	40	14.14172472	47.58704857	AUT	Austria	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over												9.00047314740261	10.1016688665857	11.5948580041895	13.3596374285178	15.3311128927298	16.33698	13.3448514384045	2016	16.33698	Austrian Regulatory Authority for Broadcasting and Telecommunications	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	40	14.14172472	47.58704857	AUT	Austria	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps												15.6055634545215	15.3120033346141	14.3258296356331	14.184132653893	11.2506063209758	10.75511	13.1655363890232	2016	10.75511	Austrian Regulatory Authority for Broadcasting and Telecommunications	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	40	14.14172472	47.58704857	AUT	Austria	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps												0.308316603204833	0.23629634775639	0.153028582796409	0.123146513036114	2.11153361258862	1.87095	0.898991011235507	2016	1.87095	Austrian Regulatory Authority for Broadcasting and Telecommunications	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	44	-78.05111663	24.69546597	BHS	Bahamas	1	PER_100_POP	ANYS	Per 100 population	any speed		1.36598405966898	2.43982151120085	3.46646642840849	3.97115384615385	4.06638953714508	4.94335889780765	5.99329335855389	7.3204340586783	8.9110614626	6.85218780686717	4.23005424056386			20.1708963826322	20.9052274680105	21.40904	20.8283879502142	2016	21.40904	Utilities Regulation and Competition Authority	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	44	-78.05111663	24.69546597	BHS	Bahamas	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over																13.5520927676242	16.30695	14.9295213838121	2016	16.30695	Utilities Regulation and Competition Authority	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	44	-78.05111663	24.69546597	BHS	Bahamas	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps																4.3991856513628	5.45201	4.9255978256814	2016	5.45201	Utilities Regulation and Competition Authority	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	44	-78.05111663	24.69546597	BHS	Bahamas	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps																						
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	48	50.5490754	26.04407747	BHR	Bahrain	1	PER_100_POP	ANYS	Per 100 population	any speed		0.168300777532419	0.6798254295664	1.26117467858632	1.82277987337067	2.43674491264692	4.06203894837904	6.61140133268368	8.38842405007715	11.7086389954504	12.377977695797	22.5502102471913	22.4147023850627	22.5238351532949	21.3949591960783	18.6097051906046	16.29348	20.2473363850081	2016	16.29348	Telecommunications Regulatory Authority 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	48	50.5490754	26.04407747	BHR	Bahrain	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over													0.53421276085556	1.28572082713105		5.72056429015846	7.81373	3.83855696953627	2016	7.81373	Telecommunications Regulatory Authority 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	48	50.5490754	26.04407747	BHR	Bahrain	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps													5.16236197922793	6.13825102032697		10.2353709497355	6.47992	7.00397598732259	2016	6.47992	Telecommunications Regulatory Authority 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	48	50.5490754	26.04407747	BHR	Bahrain	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps													7.50455105260402	5.73064569038059		2.65376995071066	1.99983	4.47219917342382	2016	1.99983	Telecommunications Regulatory Authority 	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	50	89.17660788	22.86961622	BGD	Bangladesh	1	PER_100_POP	ANYS	Per 100 population	any speed								0.0298449237686837	0.033790640772394	0.211834403433775	0.274321056724553	0.306484724163519	0.38815706492259	0.974057517891284	1.95137268924477	3.05024742996671	4.04562	2.08189094040507	2016	4.04562	Bangladesh Telecommunication Regulatory Commission	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	50	89.17660788	22.86961622	BGD	Bangladesh	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over										6.688824512669e-05	7.940421692637e-05	9.812744637039e-05	0.00052619545790149	0.0159647537064443	0.0378518877083376	0.350868784769577	0.46741	0.174524324328452	2016	0.46741	Bangladesh Telecommunication Regulatory Commission	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	50	89.17660788	22.86961622	BGD	Bangladesh	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps										0.0006688824512669	0.0009594676211936	0.0012429476540249	0.0035120637871976	0.019476999521862	0.0507846160086863	0.793429393471028	2.51104	0.675648614557755	2016	2.51104	Bangladesh Telecommunication Regulatory Commission	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	50	89.17660788	22.86961622	BGD	Bangladesh	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps										0.211098632737381	0.273282184886433	0.306157632675618	0.344368423494102	0.77616992556887	0.957337326623371	1.90591808184225	1.06717	1.01019275150572	2016	1.06717	Bangladesh Telecommunication Regulatory Commission	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	51	44.93839317	40.29499741	ARM	Armenia	1	PER_100_POP	ANYS	Per 100 population	any speed		0.0001960809945228	0.0002625531588099	0.000329377292465956	0.0330507275787169	0.0660051338063369		0.13043993040528	0.463444353092271	1.34386558109855	3.15795938310698	5.41722332429186	7.14204159468873	8.16571848230478	9.14497032496758	9.5775935977885	10.22868	8.85180079994992	2016	10.22868	Ministry of Transport, Communication and Information Technologies of Armenia	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	51	44.93839317	40.29499741	ARM	Armenia	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over												0.0178805176578546	0.4842912672305	0.885214707149111	1.53579603148804	3.20749484774376	4.03578	2.02971537072228	2016	4.03578	Ministry of Transport, Communication and Information Technologies of Armenia	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	51	44.93839317	40.29499741	ARM	Armenia	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps												1.15879249153206	1.80466615764272	3.78506641545996	4.79334716269156	6.25833969734404	6.01446	4.53117588662766	2016	6.01446	Ministry of Transport, Communication and Information Technologies of Armenia	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	51	44.93839317	40.29499741	ARM	Armenia	4	PER_100_POP	256KT2MBPS	Per 100 population	between 256 kbps and 2 mbps												4.1423761521126	4.67457775655161	3.20523717599408	2.81582713078797	0.111759052700699	0.17844	2.19716822320687	2016	0.17844	Ministry of Transport, Communication and Information Technologies of Armenia	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	52	-59.5346489	13.13648273	BRB	Barbados	1	PER_100_POP	ANYS	Per 100 population	any speed				10.0866181270399	10.8851784500652	11.6760732249386	14.113042561008	17.0600520492115	17.726935461795	20.5389848246991	20.0395155423045	22.2260862159515	23.6154804905004	23.8185241916218	27.1720512049667	27.2257045658511	32.43554	26.853460090588	2016	32.43554	Division of Energy & Telecommunications                	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	52	-59.5346489	13.13648273	BRB	Barbados	2	PER_100_POP	10MBPS	Per 100 population	10 mbps and over															0.740039011976257		8.39135	4.56569450598813	2016	8.39135	Division of Energy & Telecommunications                	
2018.Q2.G.01	IT_NET_BBP	Fixed Internet broadband subscriptions per 100 inhabitants, by speed (per 100 inhabitants)	52	-59.5346489	13.13648273	BRB	Barbados	3	PER_100_POP	2MT10MBPS	Per 100 population	between 2 mbps and 10 mbps															17.6462774324806		7.24326	12.4447687162403	2016	7.24326	Division of Energy & Telecommunications                	
