series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Type of skill	Units	Type of skill description	Units description	years	value	valueType	time_detail	source	Nature
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	316	144.7029305	13.35485404	GUM	Guam	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	100	25.23763153	42.75731323	BGR	Bulgaria	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	320	-91.2312746	15.00273719	GTM	Guatemala	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	104	96.51752295	21.19332882	MMR	Myanmar	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	324	-11.28173419	11.00210343	GIN	Guinea	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	108	29.89080992	-3.366387428	BDI	Burundi	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	328	-58.97322037	4.788012784	GUY	Guyana	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	112	28.04940161	53.54193075	BLR	Belarus	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	332	-72.33640958	18.40426539	HTI	Haiti	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	116	104.922836	12.71163737	KHM	Cambodia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	120	12.7419827	5.692387031	CMR	Cameroon	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	336	12.45315803	41.90343751	VAT	Holy See	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	124	-101.6575058	57.72360191	CAN	Canada	1	LITE	Ratio	literacy	Ratio	2012	0.933	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	340	-86.59974381	14.82243161	HND	Honduras	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	348	19.41221519	47.1651448	HUN	Hungary	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	140	20.93559492	7.003720791	CAF	Central African Republic	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	352	-19.02116966	64.79134763	ISL	Iceland	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	356	79.3608464	22.34642074	IND	India	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	148	18.66618401	15.36279341	TCD	Chad	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	360	113.9174	-0.994582204	IDN	Indonesia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	152	-71.23029019	-35.2652885	CHL	Chile	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	156	104.1403375	32.30955217	CHN	China	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	368	43.76606267	33.05013795	IRQ	Iraq	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	372	-7.121425272	53.25274054	IRL	Ireland	1	LITE	Ratio	literacy	Ratio	2012	0.96899	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	376	34.62277992	31.06164552	ISR	Israel	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	170	-73.07446751	3.888209046	COL	Colombia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	380	12.57022427	42.79917282	ITA	Italy	1	LITE	Ratio	literacy	Ratio	2012	0.88664	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	174	43.34234565	-11.66121732	COM	Comoros	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	175	45.14015057	-12.82217691	MYT	Mayotte	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	388	-77.31068409	18.15616857	JAM	Jamaica	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	178	15.22052612	-0.840544119	COG	Congo	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	392	139.2716103	36.6554539	JPN	Japan	1	LITE	Ratio	literacy	Ratio	2012	0.99464	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	400	37.13024774	30.65365973	JOR	Jordan	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	404	37.86096816	0.534797278	KEN	Kenya	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	191	17.95874553	45.45172212	HRV	Croatia	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	192	-79.54460144	22.10030366	CUB	Cuba	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	LITE	Ratio	literacy	Ratio	2012	0.86684	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	196	33.22285964	35.05659437	CYP	Cyprus	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	414	47.49305029	29.53949468	KWT	Kuwait	1	LITE	Ratio	literacy	Ratio	2012					
2018.Q2.G.01	SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	203	15.33151382	49.73913871	CZE	Czechia	1	LITE	Ratio	literacy	Ratio	2012	0.98489	Float		Programme for the International Assessment of Adult Competencies (OECD)	C
