"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"19","Americas","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"21","Northern America","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"29","Caribbean","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","730.24115","392.27439","171.30406","133.91633","143.13147","208.69204","195.47589","264.40177","181.17693","668.5521","538.80166","543.92831","338.40443","344.07082","339.71881","844.83376","561.00959",2016.0,"561.00959","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"30","Eastern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","355.25647","459.61921","238.82447","245.74159","272.25421","304.18624","415.63032","520.14305","534.44935","462.38097","594.34372","549.79086","958.69664","643.98746","662.95164","733.52144","1367.26378",2016.0,"1367.26378","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"34","Southern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","1468.40776","1771.37421","1307.5714","990.49871","1727.27193","1916.88323","2139.57121","2709.80826","2884.18949","3508.9594","4033.59273","3952.92316","3326.52861","2775.76068","3861.71659","3925.46275","3754.13379",2016.0,"3754.13379","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"35","South-Eastern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","870.73205","2035.94687","571.90265","951.98137","1080.18215","1241.72247","1396.97096","1709.05597","2095.27144","2309.16736","3389.6592","1853.43181","2393.02407","3246.42464","1889.58555","5558.87053","2479.75035",2016.0,"2479.75035","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"39","Southern Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","576.62082","859.22667","592.66243","463.02277","381.74036","671.95902","889.96771","694.6812","556.58022","531.83628","577.22513","378.82514","349.46725","286.45178","438.26225","430.9559","391.39863",2016.0,"391.39863","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"53","Australia and New Zealand","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"54","Melanesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","199.82458","166.85605","96.45689","184.98607","202.43147","248.08356","245.04433","167.77657","242.90935","284.68493","355.2691","239.56852","231.80508","223.82307","222.26634","254.64166","227.81511",2016.0,"227.81511","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"57","Micronesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","13.49195","30.69665","12.99541","25.76504","91.02811","100.55581","110.06342","113.84546","121.36941","114.3599","24.10406","40.84914","54.287","19.01117","87.15875","49.26097","30.53737",2016.0,"30.53737","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"61","Polynesia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","34.05126","104.69285","110.27949","88.34152","85.15938","34.55216","40.9448","54.93005","53.02517","50.01942","75.44621","102.71062","85.42155","75.02638","68.43785","92.82883","87.40129",2016.0,"87.40129","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"62","Central and Southern Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"97","European Union","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","1056.81028","1060.93942","730.05545","616.20259","1177.81974","1407.11886","1788.56296","2343.38352","2483.26003","2787.32117","2464.71924","3255.46169","2982.37442","2411.82784","3387.61096","3474.95458","3212.32471",2016.0,"3212.32471","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"135","Caucasus and Central Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","309.58829","521.87746","269.35406","276.53517","289.36899","272.71895","387.5156","358.66909","477.84866","369.2192","762.69044","477.92155","645.16966","695.34698","854.08863","1270.69681","1857.13536",2016.0,"1857.13536","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"142","Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","4360.36701","6154.75945","3204.58862","2936.50165","4787.15624","8085.81736","7939.84826","7888.39588","8402.43707","9763.5432","11010.23038","8154.36799","8573.20128","8982.47728","9185.73961","13606.86087","12397.70217",2016.0,"12397.70217","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"143","Central Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","249.35537","254.96786","104.52362","134.3978","163.12248","109.91616","153.93929","155.68612","267.55096","144.8649","594.42309","288.46202","387.23743","445.43305","508.22104","905.40966","1359.13019",2016.0,"1359.13019","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"145","Western Asia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","1416.61535","1632.85129","981.76648","613.88218","1544.32548","4513.10926","3833.73648","2793.70249","2620.97584","3338.17058","2398.21164","1509.76016","1507.71453","1870.87145","2263.26479","2483.5965","3437.42406",2016.0,"3437.42406","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2001-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
"150","Europe","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.9","Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the Sustainable Development Goals, including through North-South, South-South and triangular cooperation","17.9.1","Dollar value of financial and technical assistance (including through North-South, South-South and triangular cooperation) committed to developing countries","1","DC_FTA_TOTAL","Total official development assistance (gross disbursement) for technical cooperation (millions of 2016 United States dollars)","2019.Q1.G.01","CON_USD","Constant USD","G","Global","UNIT","Units","615.43578","919.50536","639.34431","504.29139","430.78204","941.83413","1074.98758","883.25109","1085.11755","1205.88288","852.48671","655.79992","660.73682","687.13291","1210.6619","946.64908","712.23692",2016.0,"712.23692","Data nature not available","Creditor Reporting System (CRS) database, 2018, The Organisation for Economic Co-operation and Development (OECD)","[2000-2001]: Commitments; Based on OECD, CRS databased, 2018; Constant 2016 USD million // [2002-2016]: Gross disbursements; Based on OECD, CRS databased, 2018; Constant 2016 USD million"
