series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Mode of transportation	Units	Mode of transportation description	Units description	2016	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	736	29.95650159	16.02643066	SDN	Sudan	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	736	29.95650159	16.02643066	SDN	Sudan	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	736	29.95650159	16.02643066	SDN	Sudan	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	740	-55.90626394	4.132603197	SUR	Suriname	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	740	-55.90626394	4.132603197	SUR	Suriname	2	ROA	P_KM	road transport	passenger kilometres	2059693551.24	2016	2059693551.24	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	740	-55.90626394	4.132603197	SUR	Suriname	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	748	31.50149288	-26.56471011	SWZ	Swaziland	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	748	31.50149288	-26.56471011	SWZ	Swaziland	2	ROA	P_KM	road transport	passenger kilometres	725820028.3	2016	725820028.3	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	748	31.50149288	-26.56471011	SWZ	Swaziland	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	752	14.3775338	60.60103109	SWE	Sweden	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	752	14.3775338	60.60103109	SWE	Sweden	2	ROA	P_KM	road transport	passenger kilometres	1.25162e+11	2016	1.25162e+11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	752	14.3775338	60.60103109	SWE	Sweden	3	RAI	P_KM	rail transport	passenger kilometres	1.2924e+10	2016	1.2924e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	756	8.223158	46.96617097	CHE	Switzerland	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	756	8.223158	46.96617097	CHE	Switzerland	2	ROA	P_KM	road transport	passenger kilometres	99833778029.48	2016	99833778029.48	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	756	8.223158	46.96617097	CHE	Switzerland	3	RAI	P_KM	rail transport	passenger kilometres	20445833950	2016	20445833950	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	2	ROA	P_KM	road transport	passenger kilometres	18987237571.34	2016	18987237571.34	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	3	RAI	P_KM	rail transport	passenger kilometres	1654300812.1	2016	1654300812.1	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	762	69.294998	38.43069666	TJK	Tajikistan	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	762	69.294998	38.43069666	TJK	Tajikistan	2	ROA	P_KM	road transport	passenger kilometres	2277871019.29	2016	2277871019.29	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	762	69.294998	38.43069666	TJK	Tajikistan	3	RAI	P_KM	rail transport	passenger kilometres	24900681.3	2016	24900681.3	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	764	101.0202951	15.13089239	THA	Thailand	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	764	101.0202951	15.13089239	THA	Thailand	2	ROA	P_KM	road transport	passenger kilometres	246185417188.07	2016	246185417188.07	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	764	101.0202951	15.13089239	THA	Thailand	3	RAI	P_KM	rail transport	passenger kilometres	7998464458.9	2016	7998464458.9	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	768	0.97835765	8.532096072	TGO	Togo	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	768	0.97835765	8.532096072	TGO	Togo	2	ROA	P_KM	road transport	passenger kilometres	2174495629.41	2016	2174495629.41	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	768	0.97835765	8.532096072	TGO	Togo	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	772	-171.8154473	-9.214545558	TKL	Tokelau	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	772	-171.8154473	-9.214545558	TKL	Tokelau	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	772	-171.8154473	-9.214545558	TKL	Tokelau	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	776	-175.1959991	-21.19511329	TON	Tonga	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	776	-175.1959991	-21.19511329	TON	Tonga	2	ROA	P_KM	road transport	passenger kilometres	146577744.76	2016	146577744.76	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	776	-175.1959991	-21.19511329	TON	Tonga	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	2	ROA	P_KM	road transport	passenger kilometres	49203211850.44	2016	49203211850.44	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	784	53.98279159	23.43322219	ARE	United Arab Emirates	2	ROA	P_KM	road transport	passenger kilometres	159286582408.61	2016	159286582408.61	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	784	53.98279159	23.43322219	ARE	United Arab Emirates	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	788	9.572737411	34.11439971	TUN	Tunisia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	788	9.572737411	34.11439971	TUN	Tunisia	2	ROA	P_KM	road transport	passenger kilometres	82373113388.81	2016	82373113388.81	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	788	9.572737411	34.11439971	TUN	Tunisia	3	RAI	P_KM	rail transport	passenger kilometres	1413954804.1	2016	1413954804.1	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	792	35.42890329	38.9899684	TUR	Turkey	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	792	35.42890329	38.9899684	TUR	Turkey	2	ROA	P_KM	road transport	passenger kilometres	608287442561.97	2016	608287442561.97	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	792	35.42890329	38.9899684	TUR	Turkey	3	RAI	P_KM	rail transport	passenger kilometres	4.325e+09	2016	4.325e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	795	58.9787665	40.0912346	TKM	Turkmenistan	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	795	58.9787665	40.0912346	TKM	Turkmenistan	2	ROA	P_KM	road transport	passenger kilometres	20055762136.18	2016	20055762136.18	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	795	58.9787665	40.0912346	TKM	Turkmenistan	3	RAI	P_KM	rail transport	passenger kilometres	1889739586.7	2016	1889739586.7	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	798	178.6679611	-7.460048071	TUV	Tuvalu	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	798	178.6679611	-7.460048071	TUV	Tuvalu	2	ROA	P_KM	road transport	passenger kilometres	6243242.58	2016	6243242.58	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	798	178.6679611	-7.460048071	TUV	Tuvalu	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	800	32.39100438	1.279557331	UGA	Uganda	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	800	32.39100438	1.279557331	UGA	Uganda	2	ROA	P_KM	road transport	passenger kilometres	14577050085.23	2016	14577050085.23	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	800	32.39100438	1.279557331	UGA	Uganda	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	804	31.40270802	49.00735945	UKR	Ukraine	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	804	31.40270802	49.00735945	UKR	Ukraine	2	ROA	P_KM	road transport	passenger kilometres	95821156614.38	2016	95821156614.38	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	804	31.40270802	49.00735945	UKR	Ukraine	3	RAI	P_KM	rail transport	passenger kilometres	49694791452.6	2016	49694791452.6	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	2	ROA	P_KM	road transport	passenger kilometres	9.261e+09	2016	9.261e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	3	RAI	P_KM	rail transport	passenger kilometres	8.3e+07	2016	8.3e+07	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	818	29.77468534	26.57438204	EGY	Egypt	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	818	29.77468534	26.57438204	EGY	Egypt	2	ROA	P_KM	road transport	passenger kilometres	504288576445.76	2016	504288576445.76	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	818	29.77468534	26.57438204	EGY	Egypt	3	RAI	P_KM	rail transport	passenger kilometres	41841487104	2016	41841487104	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	826	-2.23830539	53.27691757	GBR	United Kingdom	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	826	-2.23830539	53.27691757	GBR	United Kingdom	2	ROA	P_KM	road transport	passenger kilometres	726957384503.35	2016	726957384503.35	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	826	-2.23830539	53.27691757	GBR	United Kingdom	3	RAI	P_KM	rail transport	passenger kilometres	6.5012e+10	2016	6.5012e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	831	-2.200712402	49.71561166	GGY	Guernsey	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	831	-2.200712402	49.71561166	GGY	Guernsey	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	831	-2.200712402	49.71561166	GGY	Guernsey	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	832	-2.136773508	49.22353354	JEY	Jersey	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	832	-2.136773508	49.22353354	JEY	Jersey	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	832	-2.136773508	49.22353354	JEY	Jersey	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	833	-4.538190305	54.22880901	IMN	Isle of Man	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	833	-4.538190305	54.22880901	IMN	Isle of Man	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	833	-4.538190305	54.22880901	IMN	Isle of Man	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	2	ROA	P_KM	road transport	passenger kilometres	21567398604.81	2016	21567398604.81	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	840	-99.13830311	39.5277871	USA	United States of America	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	840	-99.13830311	39.5277871	USA	United States of America	2	ROA	P_KM	road transport	passenger kilometres	5425215022001.89	2016	5425215022001.89	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	840	-99.13830311	39.5277871	USA	United States of America	3	RAI	P_KM	rail transport	passenger kilometres	1.0494e+10	2016	1.0494e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	854	-1.742843829	12.27491081	BFA	Burkina Faso	2	ROA	P_KM	road transport	passenger kilometres	6476785787.57	2016	6476785787.57	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	854	-1.742843829	12.27491081	BFA	Burkina Faso	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	858	-56.01387025	-32.8002838	URY	Uruguay	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	858	-56.01387025	-32.8002838	URY	Uruguay	2	ROA	P_KM	road transport	passenger kilometres	60657148626.39	2016	60657148626.39	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	858	-56.01387025	-32.8002838	URY	Uruguay	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	860	63.11944558	41.77560518	UZB	Uzbekistan	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	860	63.11944558	41.77560518	UZB	Uzbekistan	2	ROA	P_KM	road transport	passenger kilometres	13919852336.59	2016	13919852336.59	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	860	63.11944558	41.77560518	UZB	Uzbekistan	3	RAI	P_KM	rail transport	passenger kilometres	3639904916.9	2016	3639904916.9	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	2	ROA	P_KM	road transport	passenger kilometres	247088437177.28	2016	247088437177.28	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	882	-172.4430749	-13.61541469	WSM	Samoa	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	882	-172.4430749	-13.61541469	WSM	Samoa	2	ROA	P_KM	road transport	passenger kilometres	161683069.17	2016	161683069.17	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	882	-172.4430749	-13.61541469	WSM	Samoa	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	887	45.22389143	15.22242099	YEM	Yemen	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	887	45.22389143	15.22242099	YEM	Yemen	2	ROA	P_KM	road transport	passenger kilometres	3319540000.32	2016	3319540000.32	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	887	45.22389143	15.22242099	YEM	Yemen	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	894	27.850329	-14.59701056	ZMB	Zambia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	894	27.850329	-14.59701056	ZMB	Zambia	2	ROA	P_KM	road transport	passenger kilometres	6850983833.75	2016	6850983833.75	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	894	27.850329	-14.59701056	ZMB	Zambia	3	RAI	P_KM	rail transport	passenger kilometres					
