series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Name of international institution	Units description	Name of international institution description	2000	2005	2010	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	8	20.06660928	41.13897007	ALB	Albania	2	PERCENT	IMF	Percentage	international monetary fund	0.561797752808989	0.552486187845304	0.54945054945055		0.531914893617021	0.531914893617021	0.5291	0.530976595744681	2017	0.5291	IMF Annual Report 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	8	20.06660928	41.13897007	ALB	Albania	3	PERCENT	UNGA	Percentage	UN general assembly	0.529100529100529	0.523560209424084	0.520833333333333		0.518134715025907	0.518134715025907	0.518134715025907	0.518134715025907	2017	0.518134715025907	UN General Assembly website http://www.un.org/en/member-states/index.html	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	8	20.06660928	41.13897007	ALB	Albania	4	PERCENT	IFC	Percentage	international finance corporation	0.574712643678161	0.561797752808989	0.54945054945055		0.543478260869565	0.543478260869565	0.543478260869565	0.543478260869565	2017	0.543478260869565	IFC 2017 Annual Report Volume 2	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	8	20.06660928	41.13897007	ALB	Albania	5	PERCENT	ADB	Percentage	asian development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	8	20.06660928	41.13897007	ALB	Albania	6	PERCENT	ECOSOC	Percentage	UN economic and social council		1.85185185185185			1.85185185185185			1.85185185185185	2015	1.85185185185185	Report of the Economic and Social Council for 2015 (A/70/3)	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	8	20.06660928	41.13897007	ALB	Albania	7	PERCENT	WTO	Percentage	world trade organisation	0.714285714285714	0.671140939597316	0.65359477124183		0.625	0.617284	0.60976	0.617348	2017	0.60976	WTO Annual Report 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	8	20.06660928	41.13897007	ALB	Albania	8	PERCENT	AFDB	Percentage	african development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	8	20.06660928	41.13897007	ALB	Albania	9	PERCENT	UNSC	Percentage	UN security coUNcil												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	8	20.06660928	41.13897007	ALB	Albania	10	PERCENT	IABD	Percentage	inter-american development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	8	20.06660928	41.13897007	ALB	Albania	11	PERCENT	FSB	Percentage	financial stability board												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	1	PERCENT	IBRD	Percentage	international bank for reconstruction and development												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	2	PERCENT	IMF	Percentage	international monetary fund												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	3	PERCENT	UNGA	Percentage	UN general assembly												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	4	PERCENT	IFC	Percentage	international finance corporation												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	5	PERCENT	ADB	Percentage	asian development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	6	PERCENT	ECOSOC	Percentage	UN economic and social council												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	7	PERCENT	WTO	Percentage	world trade organisation												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	8	PERCENT	AFDB	Percentage	african development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	9	PERCENT	UNSC	Percentage	UN security coUNcil												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	10	PERCENT	IABD	Percentage	inter-american development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	10	21.47585697	-80.40897662	ATA	Antarctica	11	PERCENT	FSB	Percentage	financial stability board												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	1	PERCENT	IBRD	Percentage	international bank for reconstruction and development	0.54945054945055	0.543478260869565	0.53475935828877		0.5319149	0.5319149	0.5291	0.5309766	2017	0.5291	International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	2	PERCENT	IMF	Percentage	international monetary fund	0.561797752808989	0.552486187845304	0.54945054945055		0.531914893617021	0.531914893617021	0.5291	0.530976595744681	2017	0.5291	IMF Annual Report 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	3	PERCENT	UNGA	Percentage	UN general assembly	0.529100529100529	0.523560209424084	0.520833333333333		0.518134715025907	0.518134715025907	0.518134715025907	0.518134715025907	2017	0.518134715025907	UN General Assembly website http://www.un.org/en/member-states/index.html	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	4	PERCENT	IFC	Percentage	international finance corporation	0.574712643678161	0.561797752808989	0.54945054945055		0.543478260869565	0.543478260869565	0.543478260869565	0.543478260869565	2017	0.543478260869565	IFC 2017 Annual Report Volume 2	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	5	PERCENT	ADB	Percentage	asian development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	6	PERCENT	ECOSOC	Percentage	UN economic and social council	1.85185185185185					1.85185185185185	1.85185185185185	1.85185185185185	2017	1.85185185185185	Report of the Economic and Social Council on its 2017 Session (A/72/3)	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	7	PERCENT	WTO	Percentage	world trade organisation												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	8	PERCENT	AFDB	Percentage	african development bank	1.2987012987013	1.2987012987013	1.2987012987013	1.26582278481013	1.25	1.25		1.25527426160338	2016	1.25	African Development Bank Group Annual Report 2016	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	9	PERCENT	UNSC	Percentage	UN security coUNcil		6.66666666666667							2005	6.66666666666667	Report of the Security Council (A/60/2)	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	10	PERCENT	IABD	Percentage	inter-american development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	12	2.678164227	28.15940032	DZA	Algeria	11	PERCENT	FSB	Percentage	financial stability board												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	PERCENT	IBRD	Percentage	international bank for reconstruction and development												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	PERCENT	IMF	Percentage	international monetary fund												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	PERCENT	UNGA	Percentage	UN general assembly												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	PERCENT	IFC	Percentage	international finance corporation												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	5	PERCENT	ADB	Percentage	asian development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	6	PERCENT	ECOSOC	Percentage	UN economic and social council												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	7	PERCENT	WTO	Percentage	world trade organisation												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	8	PERCENT	AFDB	Percentage	african development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	9	PERCENT	UNSC	Percentage	UN security coUNcil												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	10	PERCENT	IABD	Percentage	inter-american development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	11	PERCENT	FSB	Percentage	financial stability board												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	1	PERCENT	IBRD	Percentage	international bank for reconstruction and development												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	2	PERCENT	IMF	Percentage	international monetary fund												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	3	PERCENT	UNGA	Percentage	UN general assembly	0.529100529100529	0.523560209424084	0.520833333333333		0.518134715025907	0.518134715025907	0.518134715025907	0.518134715025907	2017	0.518134715025907	UN General Assembly website http://www.un.org/en/member-states/index.html	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	4	PERCENT	IFC	Percentage	international finance corporation												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	5	PERCENT	ADB	Percentage	asian development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	6	PERCENT	ECOSOC	Percentage	UN economic and social council							1.85185185185185	1.85185185185185	2017	1.85185185185185	Report of the Economic and Social Council on its 2017 Session (A/72/3)	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	7	PERCENT	WTO	Percentage	world trade organisation												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	8	PERCENT	AFDB	Percentage	african development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	9	PERCENT	UNSC	Percentage	UN security coUNcil												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	10	PERCENT	IABD	Percentage	inter-american development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	20	1.576257417	42.54548611	AND	Andorra	11	PERCENT	FSB	Percentage	financial stability board												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	1	PERCENT	IBRD	Percentage	international bank for reconstruction and development	0.54945054945055	0.543478260869565	0.53475935828877		0.5319149	0.5319149	0.5291	0.5309766	2017	0.5291	International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	2	PERCENT	IMF	Percentage	international monetary fund	0.561797752808989	0.552486187845304	0.54945054945055		0.531914893617021	0.531914893617021	0.5291	0.530976595744681	2017	0.5291	IMF Annual Report 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	3	PERCENT	UNGA	Percentage	UN general assembly	0.529100529100529	0.523560209424084	0.520833333333333		0.518134715025907	0.518134715025907	0.518134715025907	0.518134715025907	2017	0.518134715025907	UN General Assembly website http://www.un.org/en/member-states/index.html	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	4	PERCENT	IFC	Percentage	international finance corporation	0.574712643678161	0.561797752808989	0.54945054945055		0.543478260869565	0.543478260869565	0.543478260869565	0.543478260869565	2017	0.543478260869565	IFC 2017 Annual Report Volume 2	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	5	PERCENT	ADB	Percentage	asian development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	6	PERCENT	ECOSOC	Percentage	UN economic and social council	1.85185185185185								2000	1.85185185185185	Report of the Economic and Social Council for 2000 (A/55/3/Rev.1)	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	7	PERCENT	WTO	Percentage	world trade organisation	0.714285714285714	0.671140939597316	0.65359477124183		0.625	0.617284	0.60976	0.617348	2017	0.60976	WTO Annual Report 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	8	PERCENT	AFDB	Percentage	african development bank	1.2987012987013	1.2987012987013	1.2987012987013	1.26582278481013	1.25	1.25		1.25527426160338	2016	1.25	African Development Bank Group Annual Report 2016	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	9	PERCENT	UNSC	Percentage	UN security coUNcil					6.66666666666667	6.66666666666667		6.66666666666667	2016	6.66666666666667	Security Council website http://www.un.org/en/sc/members/	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	10	PERCENT	IABD	Percentage	inter-american development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	24	17.57817062	-12.33724746	AGO	Angola	11	PERCENT	FSB	Percentage	financial stability board												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	PERCENT	IBRD	Percentage	international bank for reconstruction and development	0.54945054945055	0.543478260869565	0.53475935828877		0.5319149	0.5319149	0.5291	0.5309766	2017	0.5291	International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	PERCENT	IMF	Percentage	international monetary fund	0.561797752808989	0.552486187845304	0.54945054945055		0.531914893617021	0.531914893617021	0.5291	0.530976595744681	2017	0.5291	IMF Annual Report 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	PERCENT	UNGA	Percentage	UN general assembly	0.529100529100529	0.523560209424084	0.520833333333333		0.518134715025907	0.518134715025907	0.518134715025907	0.518134715025907	2017	0.518134715025907	UN General Assembly website http://www.un.org/en/member-states/index.html	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	4	PERCENT	IFC	Percentage	international finance corporation	0.574712643678161	0.561797752808989	0.54945054945055		0.543478260869565	0.543478260869565	0.543478260869565	0.543478260869565	2017	0.543478260869565	IFC 2017 Annual Report Volume 2	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	5	PERCENT	ADB	Percentage	asian development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	6	PERCENT	ECOSOC	Percentage	UN economic and social council					1.85185185185185	1.85185185185185		1.85185185185185	2016	1.85185185185185	Report of the Economic and Social Council on its 2016 Session (A/71/3)	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	7	PERCENT	WTO	Percentage	world trade organisation	0.714285714285714	0.671140939597316	0.65359477124183		0.625	0.617284	0.60976	0.617348	2017	0.60976	WTO Annual Report 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	8	PERCENT	AFDB	Percentage	african development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	9	PERCENT	UNSC	Percentage	UN security coUNcil												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	10	PERCENT	IABD	Percentage	inter-american development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	11	PERCENT	FSB	Percentage	financial stability board												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	PERCENT	IBRD	Percentage	international bank for reconstruction and development	0.54945054945055	0.543478260869565	0.53475935828877		0.5319149	0.5319149	0.5291	0.5309766	2017	0.5291	International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	PERCENT	IMF	Percentage	international monetary fund	0.561797752808989	0.552486187845304	0.54945054945055		0.531914893617021	0.531914893617021	0.5291	0.530976595744681	2017	0.5291	IMF Annual Report 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	PERCENT	UNGA	Percentage	UN general assembly	0.529100529100529	0.523560209424084	0.520833333333333		0.518134715025907	0.518134715025907	0.518134715025907	0.518134715025907	2017	0.518134715025907	UN General Assembly website http://www.un.org/en/member-states/index.html	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	4	PERCENT	IFC	Percentage	international finance corporation	0.574712643678161	0.561797752808989	0.54945054945055		0.543478260869565	0.543478260869565	0.543478260869565	0.543478260869565	2017	0.543478260869565	IFC 2017 Annual Report Volume 2	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	5	PERCENT	ADB	Percentage	asian development bank	1.69491525423729	1.5625	1.49253731343284		1.49253731343284	1.493		1.49276865671642	2016	1.493	Asian Development Bank Annual Report 2016	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	6	PERCENT	ECOSOC	Percentage	UN economic and social council		1.85185185185185					1.85185185185185	1.85185185185185	2017	1.85185185185185	Report of the Economic and Social Council on its 2017 Session (A/72/3)	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	7	PERCENT	WTO	Percentage	world trade organisation												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	8	PERCENT	AFDB	Percentage	african development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	9	PERCENT	UNSC	Percentage	UN security coUNcil												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	10	PERCENT	IABD	Percentage	inter-american development bank												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	11	PERCENT	FSB	Percentage	financial stability board												
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	PERCENT	IBRD	Percentage	international bank for reconstruction and development	0.54945054945055	0.543478260869565	0.53475935828877		0.5319149	0.5319149	0.5291	0.5309766	2017	0.5291	International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	PERCENT	IMF	Percentage	international monetary fund	0.561797752808989	0.552486187845304	0.54945054945055		0.531914893617021	0.531914893617021	0.5291	0.530976595744681	2017	0.5291	IMF Annual Report 2017	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	32	-65.14563274	-35.19446255	ARG	Argentina	3	PERCENT	UNGA	Percentage	UN general assembly	0.529100529100529	0.523560209424084	0.520833333333333		0.518134715025907	0.518134715025907	0.518134715025907	0.518134715025907	2017	0.518134715025907	UN General Assembly website http://www.un.org/en/member-states/index.html	G
2018.Q2.G.01	SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	32	-65.14563274	-35.19446255	ARG	Argentina	4	PERCENT	IFC	Percentage	international finance corporation	0.574712643678161	0.561797752808989	0.54945054945055		0.543478260869565	0.543478260869565	0.543478260869565	0.543478260869565	2017	0.543478260869565	IFC 2017 Annual Report Volume 2	G
