"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"36","Australia","AUS","134.3499412","-25.57717202","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.17669","0.16983","0.16182","0.15918","0.16015","0.15837","0.1596","0.17172","0.18255","0.1862","0.18911","0.18882",2016.0,"0.18882","Country data","Global Surface Water Explorer extraction for UN Environment"
"40","Austria","AUT","14.14172472","47.58704857","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.7621","0.76367","0.76503","0.76308","0.76115","0.76108","0.76163","0.7602","0.76115","0.76619","0.76723","0.76696",2016.0,"0.76696","Country data","Global Surface Water Explorer extraction for UN Environment"
"44","Bahamas","BHS","-78.05111663","24.69546597","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.91063","9.9422","10.01858","10.07258","9.96649","9.97731","9.98418","9.92781","10.10615","10.17242","10.44216","10.71351",2016.0,"10.71351","Country data","Global Surface Water Explorer extraction for UN Environment"
"48","Bahrain","BHR","50.5490754","26.04407747","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.74034","7.69551","7.73747","7.69508","7.4353","7.2342","7.15549","7.03836","6.84898","6.83352","6.84643","6.82951",2016.0,"6.82951","Country data","Global Surface Water Explorer extraction for UN Environment"
"50","Bangladesh","BGD","89.17660788","22.86961622","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.47525","3.50811","3.51379","3.56043","3.59618","3.55885","3.57361","3.60638","3.58677","3.56967","3.60934","3.59632",2016.0,"3.59632","Country data","Global Surface Water Explorer extraction for UN Environment"
"51","Armenia","ARM","44.93839317","40.29499741","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.59581","4.61458","4.63227","4.64586","4.65128","4.65926","4.66661","4.67728","4.67663","4.68319","4.68125","4.6837",2016.0,"4.6837","Country data","Global Surface Water Explorer extraction for UN Environment"
"52","Barbados","BRB","-59.5346489","13.13648273","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.05244","0.05101","0.05269","0.05327","0.05395","0.05355","0.05407","0.05196","0.05315","0.04949","0.04558","0.04361",2016.0,"0.04361","Country data","Global Surface Water Explorer extraction for UN Environment"
"56","Belgium","BEL","4.660976456","50.64104975","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.50792","0.50578","0.50949","0.50506","0.5042","0.50029","0.5053","0.50677","0.50984","0.51411","0.51938","0.52017",2016.0,"0.52017","Country data","Global Surface Water Explorer extraction for UN Environment"
"60","Bermuda","BMU","-64.78155012","32.27881922","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","53.42012","53.40731","53.36722","53.22696","53.18323","53.16222","53.19633","53.25249","53.37426","53.39412","53.42","53.41221",2016.0,"53.41221","Country data","Global Surface Water Explorer extraction for UN Environment"
"64","Bhutan","BTN","90.45098484","27.39598568","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.16316","0.17825","0.18559","0.1858","0.19443","0.19353","0.19384","0.19422","0.19673","0.19744","0.19845","0.19242",2016.0,"0.19242","Country data","Global Surface Water Explorer extraction for UN Environment"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.12595","1.15125","1.12241","1.09162","1.10073","1.07371","1.01816","0.98907","1.03571","1.03307","1.04398","1.07946",2016.0,"1.07946","Country data","Global Surface Water Explorer extraction for UN Environment"
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.38422","0.38904","0.38789","0.38275","0.38423","0.38272","0.3796","0.37637","0.37408","0.37921","0.38463","0.38635",2016.0,"0.38635","Country data","Global Surface Water Explorer extraction for UN Environment"
"72","Botswana","BWA","23.81380223","-22.18810073","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.02583","0.0196","0.0228","0.02303","0.028","0.02679","0.02848","0.02598","0.03517","0.04353","0.05759","0.0677",2016.0,"0.0677","Country data","Global Surface Water Explorer extraction for UN Environment"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.22031","1.22897","1.24364","1.25282","1.25954","1.26336","1.26423","1.26884","1.26575","1.26516","1.2577","1.25392",2016.0,"1.25392","Country data","Global Surface Water Explorer extraction for UN Environment"
"84","Belize","BLZ","-88.70199554","17.19965901","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.22143","1.22053","1.23106","1.24002","1.24486","1.23954","1.25884","1.24951","1.24743","1.23165","1.24044","1.23401",2016.0,"1.23401","Country data","Global Surface Water Explorer extraction for UN Environment"
"86","British Indian Ocean Territory","IOT","72.38715553","-7.299281071","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"90","Solomon Islands","SLB","160.1584117","-9.622391719","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.94871","0.95383","0.95214","0.93208","0.94621","0.96606","0.96461","0.97638","0.99266","1.00262","1.03441","1.06688",2016.0,"1.06688","Country data","Global Surface Water Explorer extraction for UN Environment"
"92","British Virgin Islands","VGB","-64.63294223","18.42256578","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.6379","3.68855","3.61841","3.57367","3.52429","3.51857","3.57636","3.63057","3.62988","3.59694","3.64886","3.65485",2016.0,"3.65485","Country data","Global Surface Water Explorer extraction for UN Environment"
"96","Brunei Darussalam","BRN","114.6288563","4.49736984","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.18038","1.17449","1.1779","1.18432","1.17867","1.17964","1.18975","1.19261","1.19194","1.19107","1.19086","1.18134",2016.0,"1.18134","Country data","Global Surface Water Explorer extraction for UN Environment"
"100","Bulgaria","BGR","25.23763153","42.75731323","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.91295","0.92272","0.94779","0.94957","0.95371","0.9534","0.95255","0.9461","0.94562","0.94922","0.95267","0.94704",2016.0,"0.94704","Country data","Global Surface Water Explorer extraction for UN Environment"
"104","Myanmar","MMR","96.51752295","21.19332882","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.89545","0.91548","0.92883","0.95259","0.97795","0.98914","0.98437","0.99646","0.99346","0.9815","0.99174","0.99708",2016.0,"0.99708","Country data","Global Surface Water Explorer extraction for UN Environment"
"108","Burundi","BDI","29.89080992","-3.366387428","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.60879","7.60702","7.60367","7.60244","7.60098","7.59956","7.59983","7.60176","7.60383","7.60648","7.61022","7.61336",2016.0,"7.61336","Country data","Global Surface Water Explorer extraction for UN Environment"
"112","Belarus","BLR","28.04940161","53.54193075","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.87792","0.87882","0.88645","0.88848","0.88852","0.88895","0.88769","0.88628","0.88553","0.88933","0.89051","0.88902",2016.0,"0.88902","Country data","Global Surface Water Explorer extraction for UN Environment"
"116","Cambodia","KHM","104.922836","12.71163737","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.04276","2.00685","1.99992","2.00241","2.00704","2.02741","2.04711","2.05372","2.0619","2.0376","2.03626","1.94339",2016.0,"1.94339","Country data","Global Surface Water Explorer extraction for UN Environment"
"120","Cameroon","CMR","12.7419827","5.692387031","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.38157","0.38155","0.38087","0.38042","0.38218","0.38762","0.38522","0.38657","0.3865","0.39081","0.39024","0.39035",2016.0,"0.39035","Country data","Global Surface Water Explorer extraction for UN Environment"
"124","Canada","CAN","-101.6575058","57.72360191","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.61547","7.63441","7.64786","7.65414","7.65956","7.65738","7.64879","7.64204","7.60893","7.61735","7.62879","7.64552",2016.0,"7.64552","Country data","Global Surface Water Explorer extraction for UN Environment"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","6.63515","6.55392","6.54703","6.54171","6.39885","6.55522","6.43913","6.38342","6.28067","6.42252","6.59043","6.78322",2016.0,"6.78322","Country data","Global Surface Water Explorer extraction for UN Environment"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.35967","1.29236","1.32593","1.31805","1.34653","1.3737","1.53109","1.53231","1.66384","1.67067","1.71836","1.77816",2016.0,"1.77816","Country data","Global Surface Water Explorer extraction for UN Environment"
"140","Central African Republic","CAF","20.93559492","7.003720791","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.06786","0.06762","0.06729","0.06739","0.06633","0.06852","0.06854","0.06831","0.06819","0.06943","0.0693","0.06907",2016.0,"0.06907","Country data","Global Surface Water Explorer extraction for UN Environment"
"144","Sri Lanka","LKA","80.70489654","7.614693343","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.53587","1.53792","1.53468","1.57411","1.57352","1.57274","1.58353","1.59018","1.58869","1.59652","1.61639","1.63336",2016.0,"1.63336","Country data","Global Surface Water Explorer extraction for UN Environment"
"148","Chad","TCD","18.66618401","15.36279341","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.10981","0.109","0.1074","0.10599","0.10635","0.10548","0.10458","0.10559","0.1058","0.10489","0.10622","0.10793",2016.0,"0.10793","Country data","Global Surface Water Explorer extraction for UN Environment"
"152","Chile","CHL","-71.23029019","-35.2652885","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.6093","1.62015","1.62516","1.62858","1.6306","1.62299","1.61811","1.61313","1.60756","1.60785","1.61206","1.61164",2016.0,"1.61164","Country data","Global Surface Water Explorer extraction for UN Environment"
"156","China","CHN","104.1403375","32.30955217","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.09121","1.10233","1.11897","1.13489","1.13536","1.14037","1.15059","1.15611","1.16808","1.18138","1.18828","1.18948",2016.0,"1.18948","Country data","Global Surface Water Explorer extraction for UN Environment"
"162","Christmas Island","CXR","105.6426067","-10.4882473","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"166","Cocos (Keeling) Islands","CCK","96.82633757","-12.18600682","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","","","","","","","","","","",""
"170","Colombia","COL","-73.07446751","3.888209046","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.79209","0.77857","0.79931","0.81809","0.84677","0.86408","0.86807","0.8809","0.88831","0.87743","0.85569","0.84146",2016.0,"0.84146","Country data","Global Surface Water Explorer extraction for UN Environment"
"174","Comoros","COM","43.34234565","-11.66121732","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.28429","0.28627","0.26049","0.26624","0.26609","0.27315","0.268","0.29207","0.28841","0.29669","0.28536","0.29499",2016.0,"0.29499","Country data","Global Surface Water Explorer extraction for UN Environment"
"175","Mayotte","MYT","45.14015057","-12.82217691","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMPR","Water body extent (permanent) (% of total land area)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.60966","0.63143","0.61919","0.60288","0.60922","0.65605","0.62692","0.60912","0.62021","0.61784","0.6645","0.69828",2016.0,"0.69828","Country data","Global Surface Water Explorer extraction for UN Environment"
