"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"104","Myanmar","MMR","96.51752295","21.19332882","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","5852.14611","5983.03607","6070.29251","6225.56506","6390.09668","6462.65693","6432.53682","6512.0676","6490.37279","6412.12268","6478.61588","6513.83324",2016.0,"6513.83324","Country data","Global Surface Water Explorer extraction for UN Environment"
"108","Burundi","BDI","29.89080992","-3.366387428","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1953.93672","1953.48207","1952.62132","1952.30631","1951.93206","1951.56674","1951.63687","1952.13219","1952.66363","1953.34428","1954.30371","1955.11123",2016.0,"1955.11123","Country data","Global Surface Water Explorer extraction for UN Environment"
"112","Belarus","BLR","28.04940161","53.54193075","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1780.76382","1782.59765","1797.99298","1802.10468","1802.01694","1803.06354","1801.1227","1798.26424","1796.74802","1803.74056","1806.83531","1803.90194",2016.0,"1803.90194","Country data","Global Surface Water Explorer extraction for UN Environment"
"116","Cambodia","KHM","104.922836","12.71163737","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","3605.87388","3542.4997","3530.26337","3534.6508","3542.8324","3578.78394","3613.55431","3625.21965","3639.67271","3596.77918","3594.40132","3430.47244",2016.0,"3430.47244","Country data","Global Surface Water Explorer extraction for UN Environment"
"120","Cameroon","CMR","12.7419827","5.692387031","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1803.7431","1803.61625","1800.38803","1798.30083","1806.58421","1832.31829","1820.97651","1827.3577","1827.04427","1847.42","1844.69438","1845.24595",2016.0,"1845.24595","Country data","Global Surface Water Explorer extraction for UN Environment"
"124","Canada","CAN","-101.6575058","57.72360191","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","692513.7085","694235.6988","695458.961","696029.6375","696522.8467","696324.3883","695543.3279","694929.9154","691918.4453","692684.7833","693724.4266","695246.2939",2016.0,"695246.2939","Country data","Global Surface Water Explorer extraction for UN Environment"
"132","Cabo Verde","CPV","-23.63544151","15.07791834","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","267.39642","264.12305","263.84549","263.63084","257.87346","264.17542","259.49679","257.25172","253.11115","258.82771","265.59452","273.36393",2016.0,"273.36393","Country data","Global Surface Water Explorer extraction for UN Environment"
"136","Cayman Islands","CYM","-81.16740559","19.32266656","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","3.26321","3.10166","3.18223","3.16333","3.23168","3.29688","3.67462","3.67755","3.99321","4.00961","4.12407","4.26758",2016.0,"4.26758","Country data","Global Surface Water Explorer extraction for UN Environment"
"140","Central African Republic","CAF","20.93559492","7.003720791","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","422.73874","421.24726","419.18697","419.81406","413.25346","426.8742","426.99611","425.57169","424.83899","432.5346","431.73029","430.31845",2016.0,"430.31845","Country data","Global Surface Water Explorer extraction for UN Environment"
"144","Sri Lanka","LKA","80.70489654","7.614693343","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","963.14446","964.42674","962.39911","987.12475","986.75667","986.26399","993.02924","997.1999","996.26855","1001.1786","1013.63959","1024.27987",2016.0,"1024.27987","Country data","Global Surface Water Explorer extraction for UN Environment"
"148","Chad","TCD","18.66618401","15.36279341","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","1382.72381","1372.51245","1352.38672","1334.59781","1339.11858","1328.15163","1316.81947","1329.58623","1332.23219","1320.78631","1337.49207","1359.06477",2016.0,"1359.06477","Country data","Global Surface Water Explorer extraction for UN Environment"
"152","Chile","CHL","-71.23029019","-35.2652885","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","11965.68087","12046.30307","12083.61699","12108.9788","12124.00433","12067.43028","12031.13429","11994.11978","11952.7159","11954.89725","11986.16333","11983.07531",2016.0,"11983.07531","Country data","Global Surface Water Explorer extraction for UN Environment"
"156","China","CHN","104.1403375","32.30955217","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","102445.4597","103489.1557","105051.2367","106545.8803","106590.1284","107060.302","108019.5653","108537.9245","109661.3692","110909.9846","111558.4246","111671.1628",2016.0,"111671.1628","Country data","Global Surface Water Explorer extraction for UN Environment"
"162","Christmas Island","CXR","105.6426067","-10.4882473","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"166","Cocos (Keeling) Islands","CCK","96.82633757","-12.18600682","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","","","","","","","","","","","","","","","",""
"170","Colombia","COL","-73.07446751","3.888209046","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","8788.2094","8638.24667","8868.33584","9076.74006","9394.89447","9586.97417","9631.21665","9773.54499","9855.76471","9735.04152","9493.85239","9336.0385",2016.0,"9336.0385","Country data","Global Surface Water Explorer extraction for UN Environment"
"174","Comoros","COM","43.34234565","-11.66121732","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_PMNR","Water body extent (permanent) (square kilometres)","2019.Q1.G.01","KMSQ","Square kilometers","G","Global","5.29068","5.32757","4.84772","4.95478","4.95188","5.08323","4.98753","5.43542","5.3673","5.52139","5.31063","5.48978",2016.0,"5.48978","Country data","Global Surface Water Explorer extraction for UN Environment"
