series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	2015	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	516	17.21907885	-22.13817068	NAM	Namibia	1	HA_TH	Thousands of hectares	82329	2015	82329	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	520	166.92313	-0.528742623	NRU	Nauru	1	HA_TH	Thousands of hectares	2	2015	2	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	524	83.94678863	28.25866332	NPL	Nepal	1	HA_TH	Thousands of hectares	14335	2015	14335	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	528	5.331480568	51.86728884	NLD	Netherlands	1	HA_TH	Thousands of hectares	3369	2015	3369	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	HA_TH	Thousands of hectares	80	2015	80	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	531	-68.95033464	12.15058042	CUW	Curaçao	1	HA_TH	Thousands of hectares					
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	533	-69.97050586	12.50878756	ABW	Aruba	1	HA_TH	Thousands of hectares	18	2015	18	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	HA_TH	Thousands of hectares					
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	HA_TH	Thousands of hectares	1828	2015	1828	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	HA_TH	Thousands of hectares	1219	2015	1219	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	554	170.4755673	-43.98721568	NZL	New Zealand	1	HA_TH	Thousands of hectares	26331	2015	26331	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	HA_TH	Thousands of hectares	12034	2015	12034	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	562	9.400167877	17.42143036	NER	Niger	1	HA_TH	Thousands of hectares	126670	2015	126670	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	566	8.097363256	9.585789025	NGA	Nigeria	1	HA_TH	Thousands of hectares	91077	2015	91077	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	570	-169.8601693	-19.05000475	NIU	Niue	1	HA_TH	Thousands of hectares	26	2015	26	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	HA_TH	Thousands of hectares	4	2015	4	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	578	11.47846389	61.34311134	NOR	Norway	1	HA_TH	Thousands of hectares	30412.5	2015	30412.5	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	HA_TH	Thousands of hectares	46	2015	46	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	HA_TH	Thousands of hectares					
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	HA_TH	Thousands of hectares	70	2015	70	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	HA_TH	Thousands of hectares	18	2015	18	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	585	134.5733878	7.502307591	PLW	Palau	1	HA_TH	Thousands of hectares	46	2015	46	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	586	68.80479684	29.36491634	PAK	Pakistan	1	HA_TH	Thousands of hectares	77088	2015	77088	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	591	-81.26616623	8.450965746	PAN	Panama	1	HA_TH	Thousands of hectares	7434	2015	7434	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	HA_TH	Thousands of hectares	45286	2015	45286	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	HA_TH	Thousands of hectares	39730	2015	39730	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	604	-71.82093277	-13.58939705	PER	Peru	1	HA_TH	Thousands of hectares	128000	2015	128000	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	608	120.8601418	14.16591706	PHL	Philippines	1	HA_TH	Thousands of hectares	29817	2015	29817	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	HA_TH	Thousands of hectares	4.7	2015	4.7	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	616	19.40660158	52.1226733	POL	Poland	1	HA_TH	Thousands of hectares	30619	2015	30619	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	620	-7.961599811	39.68509315	PRT	Portugal	1	HA_TH	Thousands of hectares	9160.6	2015	9160.6	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	HA_TH	Thousands of hectares	2812	2015	2812	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	HA_TH	Thousands of hectares	1487	2015	1487	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	HA_TH	Thousands of hectares	887	2015	887	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	634	51.19152467	25.28355379	QAT	Qatar	1	HA_TH	Thousands of hectares	1161	2015	1161	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	638	55.53171398	-21.13183266	REU	Réunion	1	HA_TH	Thousands of hectares	251	2015	251	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	642	24.98481009	45.83893563	ROU	Romania	1	HA_TH	Thousands of hectares	23008	2015	23008	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	643	99.01404926	61.61899849	RUS	Russian Federation	1	HA_TH	Thousands of hectares	1637687	2015	1637687	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	646	29.92310194	-1.999842114	RWA	Rwanda	1	HA_TH	Thousands of hectares	2467	2015	2467	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	HA_TH	Thousands of hectares	2.1	2015	2.1	Not in FAOSTAT. Data from national website	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	HA_TH	Thousands of hectares	39	2015	39	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	HA_TH	Thousands of hectares	26	2015	26	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	660	-63.05651612	18.21525315	AIA	Anguilla	1	HA_TH	Thousands of hectares	9	2015	9	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	HA_TH	Thousands of hectares	61	2015	61	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	HA_TH	Thousands of hectares	5.3	2015	5.3	Not in FAOSTAT. Data from national website	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	HA_TH	Thousands of hectares	23	2015	23	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	HA_TH	Thousands of hectares	39	2015	39	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	674	12.46329038	43.93841766	SMR	San Marino	1	HA_TH	Thousands of hectares	6	2015	6	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	HA_TH	Thousands of hectares	96	2015	96	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	HA_TH	Thousands of hectares	214969	2015	214969	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	686	-14.46636926	14.35920905	SEN	Senegal	1	HA_TH	Thousands of hectares	19253	2015	19253	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	688	20.805876	44.03145697	SRB	Serbia	1	HA_TH	Thousands of hectares	8746	2015	8746	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	690	55.46561591	-4.678053059	SYC	Seychelles	1	HA_TH	Thousands of hectares	46	2015	46	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	HA_TH	Thousands of hectares	7218	2015	7218	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	702	103.8107883	1.361009155	SGP	Singapore	1	HA_TH	Thousands of hectares	70.9	2015	70.9	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	703	19.48495604	48.70741446	SVK	Slovakia	1	HA_TH	Thousands of hectares	4808.2	2015	4808.2	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	704	105.802499	10.09643079	VNM	Viet Nam	1	HA_TH	Thousands of hectares	31007	2015	31007	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	705	14.82209486	46.11958061	SVN	Slovenia	1	HA_TH	Thousands of hectares	2014	2015	2014	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	706	46.20367477	4.406485729	SOM	Somalia	1	HA_TH	Thousands of hectares	62734	2015	62734	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	710	24.67184355	-29.99957544	ZAF	South Africa	1	HA_TH	Thousands of hectares	121309	2015	121309	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	HA_TH	Thousands of hectares	38685	2015	38685	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	724	-3.554078296	40.39211472	ESP	Spain	1	HA_TH	Thousands of hectares	50023.4	2015	50023.4	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	728	30.32618773	7.290839152	SSD	South Sudan	1	HA_TH	Thousands of hectares	63173	2015	63173	Not in FAOSTAT. Data from FRA 2015 based on GIS analysis.	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	HA_TH	Thousands of hectares	26600	2015	26600	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	736	29.95650159	16.02643066	SDN	Sudan	1	HA_TH	Thousands of hectares					
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	740	-55.90626394	4.132603197	SUR	Suriname	1	HA_TH	Thousands of hectares	15600	2015	15600	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	HA_TH	Thousands of hectares	6099.8	2015	6099.8	Not in FAOSTAT. Data from national website (Statistics Norway)	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	HA_TH	Thousands of hectares	1720	2015	1720	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	752	14.3775338	60.60103109	SWE	Sweden	1	HA_TH	Thousands of hectares	40731	2015	40731	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	756	8.223158	46.96617097	CHE	Switzerland	1	HA_TH	Thousands of hectares	3951.6	2015	3951.6	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	HA_TH	Thousands of hectares	18363	2015	18363	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	762	69.294998	38.43069666	TJK	Tajikistan	1	HA_TH	Thousands of hectares	13878.6	2015	13878.6	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	764	101.0202951	15.13089239	THA	Thailand	1	HA_TH	Thousands of hectares	51089	2015	51089	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	768	0.97835765	8.532096072	TGO	Togo	1	HA_TH	Thousands of hectares	5439	2015	5439	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	HA_TH	Thousands of hectares	1	2015	1	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	776	-175.1959991	-21.19511329	TON	Tonga	1	HA_TH	Thousands of hectares	72	2015	72	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	HA_TH	Thousands of hectares	513	2015	513	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	HA_TH	Thousands of hectares	8360	2015	8360	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	788	9.572737411	34.11439971	TUN	Tunisia	1	HA_TH	Thousands of hectares	15536	2015	15536	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	792	35.42890329	38.9899684	TUR	Turkey	1	HA_TH	Thousands of hectares	76963	2015	76963	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	HA_TH	Thousands of hectares	46993	2015	46993	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	HA_TH	Thousands of hectares	95	2015	95	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	HA_TH	Thousands of hectares	3	2015	3	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	800	32.39100438	1.279557331	UGA	Uganda	1	HA_TH	Thousands of hectares	20052	2015	20052	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	804	31.40270802	49.00735945	UKR	Ukraine	1	HA_TH	Thousands of hectares	57928.6	2015	57928.6	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	HA_TH	Thousands of hectares	2522	2015	2522	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	818	29.77468534	26.57438204	EGY	Egypt	1	HA_TH	Thousands of hectares	99545	2015	99545	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	HA_TH	Thousands of hectares	24193	2015	24193	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	831	-2.200712402	49.71561166	GGY	Guernsey	1	HA_TH	Thousands of hectares	7.8	2015	7.8	Not in FAOSTAT. Data fron national website. Refers to the Bailiwick of Guernsey, which includes the island of Guernsey, SARK and some minor islands, same as in FRA 2015 and previous  SDG submissions	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	832	-2.136773508	49.22353354	JEY	Jersey	1	HA_TH	Thousands of hectares	12	2015	12	Not in FAOSTAT. Data from national website	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	HA_TH	Thousands of hectares	57	2015	57	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	HA_TH	Thousands of hectares	88580	2015	88580	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	840	-99.13830311	39.5277871	USA	United States of America	1	HA_TH	Thousands of hectares	914742	2015	914742	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	HA_TH	Thousands of hectares	35	2015	35	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	HA_TH	Thousands of hectares	27360	2015	27360	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	858	-56.01387025	-32.8002838	URY	Uruguay	1	HA_TH	Thousands of hectares	17502	2015	17502	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	HA_TH	Thousands of hectares	42540	2015	42540	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	HA_TH	Thousands of hectares	88205	2015	88205	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	HA_TH	Thousands of hectares	14	2015	14	FAOSTAT	C
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	882	-172.4430749	-13.61541469	WSM	Samoa	1	HA_TH	Thousands of hectares	283	2015	283	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	887	45.22389143	15.22242099	YEM	Yemen	1	HA_TH	Thousands of hectares	52797	2015	52797	FAOSTAT	E
2018.Q2.G.01	AG_LND_TOTL	Land area (thousands of hectares)	894	27.850329	-14.59701056	ZMB	Zambia	1	HA_TH	Thousands of hectares	74339	2015	74339	FAOSTAT	E
