"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2005","Footnotes_2010","Footnotes_2015","Nature_Code_2005","Nature_Code_2010","Nature_Code_2015","Source_2005","Source_2010","Source_2015","TimeDetail_2005","TimeDetail_2010","TimeDetail_2015","Value_2005","Value_2010","Value_2015","Latest_Year","Latest_Value"
"LBN","35.89391711","33.92152458","422","Lebanon","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","C","C","C","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","","","","0.830","0.060","0.060",2015.0,"0.060"
"LSO","28.25362195","-29.58041814","426","Lesotho","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","C","C","C","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","","","","0.470","0.460","2.180",2015.0,"2.180"
"LVA","26.42461876","56.64196636","428","Latvia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","C","C","C","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","","","","0.340","0.340","0.010",2015.0,"0.010"
"LBR","-9.311879038","6.448381009","430","Liberia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","C","C","C","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","","","","-0.660","-0.680","-0.700",2015.0,"-0.700"
"","","","432","Landlocked developing countries (LLDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","Aggregate, may include official, semi-official, estimated or calculated data","Aggregate, may include official, semi-official, estimated or calculated data","Aggregate, may include official, semi-official, estimated or calculated data","NA","NA","NA","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","-0.551","-0.534","-0.552",2015.0,"-0.552"
"LBY","18.0295985","27.04042819","434","Libya","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","E","E","E","FAO Estimate","FAO Estimate","FAO Estimate","","","","0.000","0.000","0.000",2015.0,"0.000"
"LIE","9.552985019","47.14167005","438","Liechtenstein","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","E","E","E","FAO Estimate","FAO Estimate","FAO Estimate","","","","0.000","0.000","0.000",2015.0,"0.000"
"BHS","-78.05111663","24.69546597","44","Bahamas","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","E","E","E","FAO Estimate","FAO Estimate","FAO Estimate","","","","0.000","0.000","0.000",2015.0,"0.000"
"LTU","23.90517807","55.33680309","440","Lithuania","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","C","C","C","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","","","","0.980","0.460","0.090",2015.0,"0.090"
"LUX","6.092656563","49.77679538","442","Luxembourg","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","E","E","E","FAO Estimate","FAO Estimate","FAO Estimate","","","","0.000","0.000","0.000",2015.0,"0.000"
"MDG","46.6982339","-19.38514785","450","Madagascar","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","","","","C","C","C","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","","","","-0.290","-0.450","-0.130",2015.0,"-0.130"
