"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Units_Code","Units_Desc","Footnotes_2010","Footnotes_2013","Footnotes_2015","Footnotes_2016","Footnotes_2017","Footnotes_2018","Nature_Code_2010","Nature_Code_2013","Nature_Code_2015","Nature_Code_2016","Nature_Code_2017","Nature_Code_2018","Source_2010","Source_2013","Source_2015","Source_2016","Source_2017","Source_2018","TimeDetail_2010","TimeDetail_2013","TimeDetail_2015","TimeDetail_2016","TimeDetail_2017","TimeDetail_2018","Value_2010","Value_2013","Value_2015","Value_2016","Value_2017","Value_2018","Latest_Year","Latest_Value"
"NZL","170.4755673","-43.98721568","554","New Zealand","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NIC","-85.03060315","12.84210839","558","Nicaragua","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NER","9.400167877","17.42143036","562","Niger","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGA","8.097363256","9.585789025","566","Nigeria","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NIU","-169.8601693","-19.05000475","570","Niue","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NFK","167.9515548","-29.03230018","574","Norfolk Island","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NOR","11.47846389","61.34311134","578","Norway","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNP","145.7582114","15.19099517","580","Northern Mariana Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMI","-162.4343752","5.874443968","581","US Minor Outlying Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSM","158.225216","6.880670092","583","Micronesia, Federated States of","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLW","134.5733878","7.502307591","585","Palau","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAK","68.80479684","29.36491634","586","Pakistan","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAN","-81.26616623","8.450965746","591","Panama","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNG","145.8587761","-6.756057077","598","Papua New Guinea","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRY","-60.54854225","-21.70216237","600","Paraguay","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PER","-71.82093277","-13.58939705","604","Peru","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHL","120.8601418","14.16591706","608","Philippines","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCN","-128.3225873","-24.37538456","612","Pitcairn","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRT","-7.961599811","39.68509315","620","Portugal","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNB","-14.40182514","12.11760394","624","Guinea-Bissau","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLS","125.9451052","-8.797497247","626","Timor-Leste","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRI","-66.47591017","18.22753799","630","Puerto Rico","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAT","51.19152467","25.28355379","634","Qatar","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REU","55.53171398","-21.13183266","638","Réunion","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROU","24.98481009","45.83893563","642","Romania","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUS","99.01404926","61.61899849","643","Russian Federation","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RWA","29.92310194","-1.999842114","646","Rwanda","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLM","-62.83173536","17.89513362","652","Saint Barthélemy","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHN","-5.705752501","-15.96503946","654","Saint Helena","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNA","-62.76628613","17.33994219","659","Saint Kitts and Nevis","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIA","-63.05651612","18.21525315","660","Anguilla","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCA","-60.96529553","13.89405601","662","Saint Lucia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAF","-63.04505461","18.0882685","663","Saint Martin (French Part)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPM","-56.33682442","46.85812735","666","Saint Pierre and Miquelon","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCT","-61.19024321","13.24627968","670","Saint Vincent and the Grenadines","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMR","12.46329038","43.93841766","674","San Marino","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STP","6.609772265","0.241554875","678","Sao Tome and Principe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAU","44.54763347","24.12594211","682","Saudi Arabia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN","-14.46636926","14.35920905","686","Senegal","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SRB","20.805876","44.03145697","688","Serbia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SYC","55.46561591","-4.678053059","690","Seychelles","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLE","-11.78306584","8.568604164","694","Sierra Leone","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGP","103.8107883","1.361009155","702","Singapore","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVK","19.48495604","48.70741446","703","Slovakia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNM","105.802499","10.09643079","704","Viet Nam","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOM","46.20367477","4.406485729","706","Somalia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWE","29.86909584","-19.00075492","716","Zimbabwe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESP","-3.554078296","40.39211472","724","Spain","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SSD","30.32618773","7.290839152","728","South Sudan","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESH","-13.13515523","24.66265342","732","Western Sahara","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SDN","29.95650159","16.02643066","736","Sudan","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUR","-55.90626394","4.132603197","740","Suriname","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJM","13.38071013","78.82894131","744","Svalbard and Jan Mayen Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWZ","31.50149288","-26.56471011","748","Eswatini","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWE","14.3775338","60.60103109","752","Sweden","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
