"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Unitmultiplier_Code","Unitmultiplier_Desc","Units_Code","Units_Desc","Footnotes_2010","Footnotes_2013","Footnotes_2015","Footnotes_2016","Footnotes_2017","Footnotes_2018","Nature_Code_2010","Nature_Code_2013","Nature_Code_2015","Nature_Code_2016","Nature_Code_2017","Nature_Code_2018","Source_2010","Source_2013","Source_2015","Source_2016","Source_2017","Source_2018","TimeDetail_2010","TimeDetail_2013","TimeDetail_2015","TimeDetail_2016","TimeDetail_2017","TimeDetail_2018","Value_2010","Value_2013","Value_2015","Value_2016","Value_2017","Value_2018","Latest_Year","Latest_Value"
"LKA","80.70489654","7.614693343","144","Sri Lanka","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCD","18.66618401","15.36279341","148","Chad","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHL","-71.23029019","-35.2652885","152","Chile","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHN","104.1403375","32.30955217","156","China","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXR","105.6426067","-10.4882473","162","Christmas Island","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCK","96.82633757","-12.18600682","166","Cocos (Keeling) Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COL","-73.07446751","3.888209046","170","Colombia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COM","43.34234565","-11.66121732","174","Comoros","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYT","45.14015057","-12.82217691","175","Mayotte","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COG","15.22052612","-0.840544119","178","Congo","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COD","23.65496507","-2.877154732","180","Democratic Republic of the Congo","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COK","-159.7711391","-21.22696458","184","Cook Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CRI","-84.19712782","9.970998683","188","Costa Rica","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRV","17.95874553","45.45172212","191","Croatia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUB","-79.54460144","22.10030366","192","Cuba","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYP","33.22285964","35.05659437","196","Cyprus","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZE","15.33151382","49.73913871","203","Czechia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEN","2.339933594","9.65401646","204","Benin","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNK","9.326571283","56.03829721","208","Denmark","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DMA","-61.3493756","15.43391378","212","Dominica","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DOM","-70.49847576","18.89832088","214","Dominican Republic","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECU","-78.37005241","-1.447785891","218","Ecuador","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLV","-88.86862995","13.73603564","222","El Salvador","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNQ","10.46535826","1.565792376","226","Equatorial Guinea","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETH","39.63505296","8.631223181","231","Ethiopia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERI","38.11074289","16.12894644","232","Eritrea","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRO","-7.122044325","62.21228119","234","Faroe Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLK","-58.75246778","-51.74562601","238","Falkland Islands (Malvinas)","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGS","-36.90662765","-54.20736749","239","South Georgia and the South Sandwich Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FIN","23.308447","61.91586738","246","Finland","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALA","19.80945969","60.1544901","248","Åland Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRA","2.457288129","46.62660861","250","France","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUF","-53.23619089","3.922673437","254","French Guiana","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PYF","-149.4052367","-17.67709294","258","French Polynesia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATF","69.64849091","-49.6068576","260","French Southern Territories","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJI","42.18274707","11.56004161","262","Djibouti","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAB","11.78727747","-0.60687619","266","Gabon","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEO","43.3713615","42.04813028","268","Georgia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMB","-15.39944785","13.45295927","270","Gambia","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSE","35.25694122","31.94347933","275","State of Palestine","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEU","10.3806066","51.08862743","276","Germany","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GHA","-1.205623522","7.964825185","288","Ghana","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GIB","-5.347561686","36.13895036","292","Gibraltar","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KIR","-157.5643005","1.768837732","296","Kiribati","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRC","22.58307827","39.47301873","300","Greece","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRL","-41.39371316","74.75625681","304","Greenland","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRD","-61.68248568","12.11238395","308","Grenada","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLP","-61.64762115","16.14416917","312","Guadeloupe","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUM","144.7029305","13.35485404","316","Guam","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTM","-91.2312746","15.00273719","320","Guatemala","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GIN","-11.28173419","11.00210343","324","Guinea","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUY","-58.97322037","4.788012784","328","Guyana","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HTI","-72.33640958","18.40426539","332","Haiti","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMD","73.52633626","-53.09106147","334","Heard Island and McDonald Islands","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAT","12.45315803","41.90343751","336","Holy See","6","Ensure availability and sustainable management of water and sanitation for all","6.6","By 2020, protect and restore water-related ecosystems, including mountains, forests, wetlands, rivers, aquifers and lakes","6.6.1","Change in the extent of water-related ecosystems over time","2","EN_WBE_NDQTRVR","Nationally derived quantity of rivers (million of cubic metres per annum)","2019.Q1.G.01","G","Global","UNIT","Units","M_M3_PER_YR","Million of cubic metres per annum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
