ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,TypeOfMobileTechnology_Code,TypeOfMobileTechnology_Desc,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2000,Footnotes_2001,Footnotes_2002,Footnotes_2003,Footnotes_2004,Footnotes_2005,Footnotes_2006,Footnotes_2007,Footnotes_2008,Footnotes_2009,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2000,Nature_Code_2001,Nature_Code_2002,Nature_Code_2003,Nature_Code_2004,Nature_Code_2005,Nature_Code_2006,Nature_Code_2007,Nature_Code_2008,Nature_Code_2009,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2000,Source_2001,Source_2002,Source_2003,Source_2004,Source_2005,Source_2006,Source_2007,Source_2008,Source_2009,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2000,TimeDetail_2001,TimeDetail_2002,TimeDetail_2003,TimeDetail_2004,TimeDetail_2005,TimeDetail_2006,TimeDetail_2007,TimeDetail_2008,TimeDetail_2009,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2000,Value_2001,Value_2002,Value_2003,Value_2004,Value_2005,Value_2006,Value_2007,Value_2008,Value_2009,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
LBN,35.89391711,33.92152458,422,Lebanon,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,28.25362195,-29.58041814,426,Lesotho,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,28.25362195,-29.58041814,426,Lesotho,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,28.25362195,-29.58041814,426,Lesotho,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,26.42461876,56.64196636,428,Latvia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,26.42461876,56.64196636,428,Latvia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,26.42461876,56.64196636,428,Latvia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,-9.311879038,6.448381009,430,Liberia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,-9.311879038,6.448381009,430,Liberia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,-9.311879038,6.448381009,430,Liberia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,18.0295985,27.04042819,434,Libya,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,18.0295985,27.04042819,434,Libya,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,18.0295985,27.04042819,434,Libya,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,9.552985019,47.14167005,438,Liechtenstein,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,9.552985019,47.14167005,438,Liechtenstein,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,9.552985019,47.14167005,438,Liechtenstein,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,23.90517807,55.33680309,440,Lithuania,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,23.90517807,55.33680309,440,Lithuania,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,23.90517807,55.33680309,440,Lithuania,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,6.092656563,49.77679538,442,Luxembourg,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,6.092656563,49.77679538,442,Luxembourg,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,6.092656563,49.77679538,442,Luxembourg,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,113.5665388,22.1237259,446,"China, Macao Special Administrative Region",9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,113.5665388,22.1237259,446,"China, Macao Special Administrative Region",9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAC,113.5665388,22.1237259,446,"China, Macao Special Administrative Region",9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,46.6982339,-19.38514785,450,Madagascar,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,46.6982339,-19.38514785,450,Madagascar,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,46.6982339,-19.38514785,450,Madagascar,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWI,33.4884625,-13.40819859,454,Malawi,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWI,33.4884625,-13.40819859,454,Malawi,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWI,33.4884625,-13.40819859,454,Malawi,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,116.8346314,5.452415309,458,Malaysia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,116.8346314,5.452415309,458,Malaysia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,116.8346314,5.452415309,458,Malaysia,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,73.09672546,-0.614385021,462,Maldives,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,73.09672546,-0.614385021,462,Maldives,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,73.09672546,-0.614385021,462,Maldives,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,-3.522016039,17.35311254,466,Mali,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,-3.522016039,17.35311254,466,Mali,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,-3.522016039,17.35311254,466,Mali,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,14.44617519,35.89194275,470,Malta,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL2G,At least 2G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,14.44617519,35.89194275,470,Malta,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL3G,At least 3G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,14.44617519,35.89194275,470,Malta,9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.c,Significantly increase access to information and communications technology and strive to provide universal and affordable access to the Internet in least developed countries by 2020,9.c.1,"Proportion of population covered by a mobile network, by technology",1,IT_MOB_NTWK,"Proportion of population covered by a mobile network, by technology (%)",2019.Q1.G.01,AL4G,At least 4G mobile network,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
